====== Ar (10) into Layer 1                     =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Ar(15.9 keV) ==> Layer 1(  1 mm) ==========================
------------------------------------------------------------------------------
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Ar   Energy = 15.99859 keV
 Total Ions calculated =10000.00
============= TARGET MATERIAL ======================================
Layer  1 : Layer 1
Layer Width = 10000.E+03 AAA ;
  Layer # 1- Density = 2.689E19 atoms/cm3 = .0017 g/cm3
  Layer # 1- Ar = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 370837.E+00 A   Straggling = 184740.E+00 A
 Ion Lateral Range = 122950.E+00 A   Straggling = 159035.E+00 A
 Ion Radial  Range = 193672.E+00 A   Straggling = 115331.E+00 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000000.E-01 90391453.E-03 12195376.E-02 13788384.E-02 96220257.E-03 
2000000.E-01 10027307.E-02 13360324.E-02 15793398.E-02 10389756.E-02 
3000000.E-01 11241382.E-02 14567297.E-02 17733146.E-02 10463083.E-02 
4000000.E-01 12398111.E-02 15677305.E-02 19553914.E-02 11123478.E-02 
5000000.E-01 13161657.E-02 16842989.E-02 20652769.E-02 11165095.E-02 
6000000.E-01 13880896.E-02 17708137.E-02 22105691.E-02 12295008.E-02 
7000000.E-01 14517820.E-02 18283598.E-02 23354686.E-02 12825169.E-02 
8000000.E-01 14989618.E-02 18917071.E-02 23486680.E-02 12374556.E-02 
9000000.E-01 17159922.E-02 21144015.E-02 25108167.E-02 12825319.E-02 
1000000.E+00 19314335.E-02 22903136.E-02 30383224.E-02 15315074.E-02 
1100000.E+00 19445753.E-02 24107894.E-02 27221501.E-02 16521753.E-02 
