====== Ar (10) into Layer 1                     =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Ar(152. keV) ==> Layer 1(  1 mm) ==========================
------------------------------------------------------------------------------
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Ar   Energy = 152.6418 keV
 Total Ions calculated =10000.00
============= TARGET MATERIAL ======================================
Layer  1 : Layer 1
Layer Width = 10000.E+03 AAA ;
  Layer # 1- Density = 2.689E19 atoms/cm3 = .0017 g/cm3
  Layer # 1- Ar = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 299872.E+01 A   Straggling = 118253.E+01 A
 Ion Lateral Range = 839070.E+00 A   Straggling = 106556.E+01 A
 Ion Radial  Range = 130982.E+01 A   Straggling = 735462.E+00 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000000.E-01 29033654.E-02 49366517.E-02 34363663.E-02 43210338.E-02 
2000000.E-01 45980755.E-02 70912815.E-02 74094524.E-02 63341834.E-02 
3000000.E-01 40076591.E-02 61224924.E-02 59393649.E-02 57573651.E-02 
4000000.E-01 57608226.E-02 78353154.E-02 95052556.E-02 69976788.E-02 
5000000.E-01 50849009.E-02 67393278.E-02 73967905.E-02 55510465.E-02 
6000000.E-01 60446276.E-02 74907091.E-02 87490759.E-02 51536258.E-02 
7000000.E-01 57944024.E-02 76228439.E-02 86424875.E-02 59245721.E-02 
8000000.E-01 56911865.E-02 79541900.E-02 89535758.E-02 64759222.E-02 
9000000.E-01 59738202.E-02 80481225.E-02 93471136.E-02 62084796.E-02 
1000000.E+00 58239423.E-02 81110590.E-02 93997232.E-02 62859471.E-02 
1100000.E+00 72747046.E-02 93005783.E-02 10040129.E-01 66754086.E-02 
