====== Ar (10) into Layer 1                     =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Ar(44.9 keV) ==> Layer 1(  1 mm) ==========================
------------------------------------------------------------------------------
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Ar   Energy = 44.98433 keV
 Total Ions calculated =10000.00
============= TARGET MATERIAL ======================================
Layer  1 : Layer 1
Layer Width = 10000.E+03 AAA ;
  Layer # 1- Density = 2.689E19 atoms/cm3 = .0017 g/cm3
  Layer # 1- Ar = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 912505.E+00 A   Straggling = 416416.E+00 A
 Ion Lateral Range = 284637.E+00 A   Straggling = 365624.E+00 A
 Ion Radial  Range = 448527.E+00 A   Straggling = 263289.E+00 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1000000.E-01 19929880.E-02 27817318.E-02 30398194.E-02 22487470.E-02 
2000000.E-01 18625620.E-02 25323271.E-02 32884480.E-02 23099274.E-02 
3000000.E-01 20720522.E-02 26470238.E-02 32710337.E-02 20899528.E-02 
4000000.E-01 23074591.E-02 31287095.E-02 35570316.E-02 23908481.E-02 
5000000.E-01 24026402.E-02 31004348.E-02 38293975.E-02 24406114.E-02 
6000000.E-01 25407864.E-02 32897909.E-02 39423867.E-02 24032136.E-02 
7000000.E-01 26317053.E-02 33532628.E-02 42001477.E-02 24257113.E-02 
8000000.E-01 27350380.E-02 35261393.E-02 42665441.E-02 25490900.E-02 
9000000.E-01 29523892.E-02 37662814.E-02 45529825.E-02 25830894.E-02 
1000000.E+00 28782798.E-02 36608854.E-02 46319054.E-02 25624919.E-02 
1100000.E+00 30493417.E-02 38593055.E-02 48257003.E-02 25487471.E-02 
