============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 1389496.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   5.4521E+06 -1.5529E+06 -1.3558E+05
0000002   1.5796E+06 -6.4588E+05 -6.3189E+05
0000003   4.8684E+06 -2.0882E+06  1.4452E+06
0000004   3.3801E+06  1.7637E+05  4.9156E+05
0000005   4.0295E+06  4.9923E+05 -1.3860E+06
0000006   1.7940E+06  1.4170E+06  1.3834E+06
0000007   3.6980E+06  3.9049E+05 -2.7718E+05
0000008   2.3378E+06  1.0202E+06 -3.9436E+05
0000009   6.8358E+05  1.4382E+05  1.6105E+05
0000010   1.7372E+06  8.6388E+05  2.6976E+05
0000011   3.5364E+06 -5.3175E+05 -1.0559E+06
0000012   3.8786E+06  5.9626E+05  2.5603E+05
0000013   3.4047E+06  2.4787E+06  7.6720E+05
0000014   8.1878E+05 -1.4927E+05 -2.8878E+05
0000015   1.6949E+06 -8.6178E+05 -1.9662E+05
0000016   1.6240E+06 -3.8124E+05  1.5919E+05
0000017   2.2229E+06 -1.9847E+06 -2.4423E+05
0000018   2.2732E+06  1.1667E+04  3.7614E+05
0000019   3.6297E+06 -2.6568E+05 -9.2031E+05
0000020   1.3105E+06  9.7039E+05 -7.7673E+03
0000021   2.8765E+06 -7.1062E+05 -1.5237E+06
0000022   2.9024E+06  2.4060E+05 -2.2988E+05
0000023   2.6493E+06  1.9631E+05  7.4348E+05
0000024   2.1628E+06  2.1027E+05  2.4702E+05
0000025   2.2658E+06 -1.5265E+06 -1.1012E+06
0000026   4.1717E+06  1.0781E+05 -1.6018E+05
0000027   5.4841E+05 -7.9198E+04 -2.6459E+06
0000028   2.8716E+06 -2.0939E+05  3.8151E+05
0000029   2.5856E+06  1.1539E+06 -1.1575E+05
0000030   3.3619E+06 -1.6103E+06  1.4905E+06
0000031   3.1587E+06  1.2218E+06  1.4263E+06
0000032   4.8148E+06  4.5926E+05  1.3836E+05
0000033   4.2012E+06 -5.9030E+05 -1.2112E+06
0000034   1.9311E+06  2.9297E+05  8.9525E+04
0000035   3.0825E+06  5.9824E+05 -1.0399E+06
0000036   4.1594E+06 -1.8988E+06  9.7341E+05
0000037   4.1810E+06 -1.2222E+05 -5.7558E+05
0000038   3.3503E+06  6.0018E+05 -3.0350E+05
0000039   2.7499E+06  8.3417E+05 -1.3515E+05
0000040   1.7508E+06  4.0531E+05 -3.2959E+05
0000041   3.6742E+06  9.8587E+05  2.5231E+05
0000042   2.1738E+06 -1.4218E+06  1.5361E+04
0000043   3.7491E+06 -1.8154E+06  1.6868E+05
0000044   2.1204E+06  1.4108E+06  9.7229E+05
0000045   1.0079E+06 -2.3940E+05 -2.1334E+05
0000046   3.1378E+06 -7.5265E+05  9.9282E+05
0000047   4.4356E+05  5.1028E+05 -7.8998E+05
0000048   3.7768E+06 -9.0690E+05 -1.4923E+06
0000049   1.7758E+06 -5.7884E+04  1.4146E+06
0000050   3.2947E+06  2.8315E+05 -1.1953E+06
0000051   4.0387E+06  7.8869E+05 -2.3360E+05
0000052   3.7112E+06 -7.3526E+05 -1.2509E+05
0000053   2.3191E+06  5.7113E+05 -2.9862E+05
0000054   2.5432E+06  9.5184E+05  1.3351E+06
0000055   2.8555E+06 -8.1659E+05  2.3709E+05
0000056   3.0105E+06  5.4459E+05 -8.9307E+05
0000057   3.8328E+06 -3.2631E+05 -1.9069E+06
0000058   2.5187E+06  1.5959E+05  1.6904E+05
0000059   1.4000E+06 -1.2911E+06  1.5422E+05
0000060   3.5768E+06  1.4642E+06 -8.1128E+05
0000061   2.3873E+06  6.5966E+04 -1.4723E+06
0000062   2.9841E+06  1.6495E+04 -3.6886E+05
0000063   3.1110E+06  3.2331E+05  4.3840E+04
0000064   3.2815E+06 -2.1340E+06 -2.2033E+06
0000065   4.6172E+06 -1.5650E+05  2.6732E+06
0000066   3.6078E+06 -8.6132E+04  5.9516E+05
0000067   1.3838E+06 -6.5066E+05  5.7424E+05
0000068   1.9007E+06  1.1214E+06  7.7692E+05
0000069   2.0805E+06  5.0058E+05  7.4489E+05
0000070   2.4766E+06  4.8928E+05  8.4850E+05
0000071   3.6422E+06  3.5727E+05  4.5008E+05
0000072   9.6843E+05  1.8594E+05  1.1549E+06
0000073   2.0370E+06  8.8267E+04 -2.0758E+05
0000074   1.4048E+06 -7.3865E+05 -5.6359E+05
0000075   1.0267E+06 -1.0817E+05  8.1187E+05
0000076   2.3210E+06 -1.3694E+06  7.2384E+04
0000077   2.7570E+06  2.5146E+06  4.5896E+05
0000078   1.3210E+06  7.8973E+05 -4.1843E+05
0000079   2.3825E+06 -2.9101E+04  7.1157E+05
0000080   3.1759E+06  8.9665E+05 -8.5655E+05
0000081   3.1955E+06 -6.5662E+05 -9.4652E+05
0000082   2.7843E+06 -4.6033E+05  5.9666E+05
0000083   5.4115E+06  4.0114E+05  7.3507E+05
0000084   3.2635E+06  2.9344E+05 -1.0647E+05
0000085   3.0621E+06  1.9559E+06  5.6403E+05
0000086   1.1600E+06 -2.4192E+05 -6.3405E+04
0000087   5.0620E+06  6.3396E+05  2.9117E+04
0000088   3.0731E+06  2.0451E+06  2.0279E+06
0000089   6.2613E+05 -7.5784E+05  4.3376E+05
0000090   3.2312E+06  4.9084E+05  6.1564E+05
0000091   2.6018E+06  1.6842E+06 -1.9261E+06
0000092   2.0036E+06 -1.7875E+06  2.3228E+06
0000093   4.4088E+06  1.3008E+06  1.6660E+06
0000094   2.4643E+06  7.8107E+05  1.3572E+06
0000095   4.7381E+06 -1.0196E+06 -3.2672E+04
0000096   2.6198E+06  1.2510E+06 -3.7894E+05
0000097   7.5884E+05 -7.7794E+05 -1.2000E+05
0000098   4.0857E+06  2.7969E+05 -8.4889E+05
0000099   3.0613E+06 -1.3603E+06  2.0910E+05
0000100   1.9298E+06 -3.6029E+05  8.5551E+05
0000101   3.3435E+06 -7.9691E+05 -1.0949E+05
0000102   1.1970E+06  1.6540E+05 -1.0061E+03
0000103   3.4279E+06  7.9806E+05  1.1828E+06
0000104   2.6623E+06  2.0507E+05  7.2077E+05
0000105   3.1627E+06 -5.4477E+05  2.3778E+04
0000106   1.1665E+06  2.7367E+06 -9.3652E+05
0000107   2.8139E+06  9.2735E+05  2.1564E+06
