============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 2222997.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   4.3495E+06  1.9691E+06 -8.3623E+05
0000002   6.8604E+06 -9.4695E+05  1.9023E+06
0000003   6.5814E+06 -2.4495E+06 -1.4895E+06
0000004   4.3753E+06  1.1476E+06 -1.5161E+06
0000005   2.6239E+06 -1.7573E+06  4.2731E+05
0000006   4.5067E+06 -1.2761E+06  1.1263E+06
0000007   1.8861E+06  6.2892E+05  8.2008E+05
0000008   4.9970E+06 -6.6957E+05  1.2487E+06
0000009   4.1516E+06 -1.7703E+06  1.4978E+06
0000010   4.6365E+06  5.7276E+04  3.0652E+06
0000011   4.1235E+06  7.7142E+05 -5.2466E+05
0000012   4.9254E+06  7.8623E+05 -5.1863E+05
0000013   4.4847E+06  1.7235E+06 -1.2310E+06
0000014   2.8768E+06  1.8620E+05  1.1052E+06
0000015   4.4475E+06 -3.9839E+05 -7.8713E+05
0000016   5.0346E+06  1.5461E+06 -4.1134E+05
0000017   1.9509E+06 -7.9901E+05  2.6381E+06
0000018   2.6152E+06  1.2674E+06 -3.8533E+05
0000019   4.6822E+06 -3.4982E+05  1.3693E+06
0000020   6.3967E+06 -2.9074E+06  1.0227E+06
0000021   6.5581E+06  1.1609E+06 -3.5978E+05
0000022   3.3144E+06 -2.3459E+06 -1.8423E+06
0000023   6.2420E+06  6.5312E+05 -1.0224E+06
0000024   3.9712E+06 -8.2484E+05 -2.5037E+06
0000025   6.6142E+06  2.3448E+06 -2.9735E+05
0000026   5.7621E+06 -1.5176E+06 -1.1162E+06
0000027   5.4368E+06 -1.1787E+06  1.5861E+05
0000028   8.2611E+06  1.5691E+06  9.9965E+05
0000029   1.6951E+06  1.7578E+06 -9.5237E+05
0000030   4.2226E+06  9.4020E+05 -1.7196E+05
0000031   4.8846E+06 -1.5002E+06  2.4478E+05
0000032   9.6692E+05  1.0327E+05  3.3971E+05
0000033   4.1285E+06 -1.4494E+06 -1.1013E+06
0000034   1.2569E+06  7.6025E+05 -6.5565E+05
0000035   4.0540E+06  2.4907E+06 -7.0520E+05
0000036   5.5484E+06  7.3510E+05 -1.6429E+06
0000037   3.8330E+06 -1.2753E+06  2.2513E+06
0000038   3.2538E+06  1.4647E+06 -4.0199E+06
0000039   5.2063E+06 -4.4547E+06 -7.8823E+05
0000040   4.3518E+06 -2.4408E+06 -1.4975E+06
0000041   5.4551E+06 -1.7050E+06  8.6206E+05
0000042   2.9722E+06  9.4072E+05  2.7707E+06
0000043   6.6574E+05  1.9017E+05  1.5306E+06
0000044   3.6652E+06  8.0103E+05  1.6213E+06
0000045   2.3774E+06 -7.2149E+05 -2.9613E+05
0000046   4.7978E+06 -6.4994E+05 -1.2215E+06
0000047   4.3250E+06 -1.6634E+06  1.9135E+06
0000048   4.0564E+06  1.2057E+06 -1.4929E+06
0000049   4.8406E+06  1.1380E+05 -7.2264E+05
0000050   6.6133E+06  8.8982E+04  8.3166E+05
0000051   6.1852E+06  1.9647E+05 -2.4799E+06
0000052   4.5635E+06  1.6382E+06 -6.6985E+04
0000053   2.9872E+06 -1.6471E+06 -4.1125E+05
0000054   3.3679E+06 -1.5783E+06 -1.4165E+05
0000055   6.6821E+06 -1.3691E+05 -3.8294E+05
0000056   5.8007E+06  1.9460E+06 -7.4188E+05
0000057   4.3721E+06  3.0366E+05 -4.8352E+06
0000058   5.5220E+06  5.7841E+05  7.0727E+05
0000059   1.8684E+06 -1.3684E+06  6.7407E+05
0000060   7.5306E+06  9.3740E+05  3.2467E+05
0000061   6.4869E+06  2.1345E+06  8.8043E+05
0000062   4.2621E+06 -2.1005E+06  2.3894E+05
0000063   4.3118E+06 -1.1605E+06  1.1494E+05
0000064   5.1119E+06 -1.9408E+06 -3.7315E+05
0000065   5.3175E+06  7.9487E+05  5.0395E+05
0000066   5.7879E+06 -2.2186E+06  5.6494E+05
0000067   5.0670E+06 -3.3689E+05  7.1203E+02
0000068   5.1934E+06 -2.6795E+06 -3.1421E+06
0000069   2.5877E+06 -1.3912E+05  1.0355E+06
0000070   5.0133E+06  1.5957E+06 -1.0474E+06
0000071   5.9646E+06 -1.7682E+06  1.4600E+06
0000072   6.5747E+06  1.0438E+05  1.4625E+06
0000073   2.9497E+06 -1.6206E+06 -4.1178E+05
0000074   4.9233E+06  2.8972E+05 -1.6574E+06
0000075   5.9485E+06  5.8880E+05  2.7102E+05
0000076   5.5059E+06  1.1951E+06 -1.9932E+05
0000077   1.3183E+06  1.1066E+06 -4.0371E+05
0000078   1.8687E+06 -5.6132E+05 -5.8261E+05
0000079   5.8511E+06 -7.7115E+05  5.8129E+05
0000080   2.7834E+06 -4.9240E+05 -1.6455E+06
0000081   7.5530E+06 -2.9582E+06  1.4926E+06
0000082   3.7560E+06 -8.9992E+05  8.8850E+05
0000083   6.5113E+06  6.4660E+05  1.5126E+06
0000084   3.6622E+06  2.0447E+06 -3.1396E+05
0000085   4.5085E+06 -5.9032E+05 -9.8186E+05
0000086   6.0534E+06  5.9242E+05 -4.7613E+05
0000087   3.4716E+06 -2.6736E+06  1.8424E+05
0000088   3.5037E+06 -4.3485E+04  2.8115E+05
0000089   2.8050E+06  1.3875E+06 -1.0729E+06
0000090   4.6629E+06  4.3283E+05 -4.3214E+05
0000091   5.4083E+06 -7.1320E+05 -7.2710E+05
0000092   4.5874E+06 -4.1990E+05  5.6028E+05
0000093   5.7391E+06  1.0018E+06  4.1341E+05
0000094   6.0989E+06 -3.1693E+05 -1.0151E+06
0000095   4.8325E+05  2.4444E+05 -1.4659E+05
0000096   4.2762E+06 -5.4922E+05 -5.3231E+05
0000097   3.2149E+06  8.4798E+05 -7.0133E+04
0000098   4.8077E+06 -5.3020E+05 -5.8599E+05
0000099   4.5337E+06 -3.1039E+05  9.1729E+05
0000100   3.3586E+06 -1.3758E+06  1.8224E+06
0000101   3.6007E+06 -4.9216E+05  8.1753E+05
0000102   4.2619E+06  3.3951E+05  5.0411E+05
0000103   1.5833E+06  1.2049E+06 -3.2174E+04
0000104   3.7611E+06 -1.1052E+06  3.5795E+06
0000105   5.6699E+06  1.1040E+06 -3.3948E+05
0000106   2.4885E+06 -7.6536E+05 -8.2130E+05
