============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 4094915.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   8.4435E+05  1.5490E+05  2.8562E+05
0000002   8.4237E+05 -4.4471E+05 -3.6289E+05
0000003   7.3848E+05 -5.7494E+05 -1.9080E+05
0000004   3.9817E+05 -7.6388E+04  1.5441E+05
0000005   7.4034E+05 -5.8385E+05  7.5354E+04
0000006   1.1047E+06 -1.9401E+05 -1.1185E+05
0000007   1.2017E+06  1.9422E+04 -1.4676E+05
0000008   9.7494E+05  2.5714E+05  2.5044E+05
0000009   1.1775E+06  4.3638E+04  3.9652E+03
0000010   4.9044E+05  3.5156E+05 -2.5285E+05
0000011   8.7266E+05  2.5568E+05  1.7368E+05
0000012   1.2349E+06  1.3351E+04  3.9939E+04
0000013   7.0900E+05  2.0726E+05 -8.9313E+04
0000014   1.3015E+06 -5.0248E+05 -6.5566E+05
0000015   3.6749E+05  4.9609E+04 -9.5760E+04
0000016   7.3985E+05 -2.1779E+05  1.6312E+04
0000017   7.8472E+05 -3.4828E+05 -2.4418E+05
0000018   9.2055E+05  5.0915E+05 -1.5449E+05
0000019   4.5397E+05 -2.4316E+05  5.2529E+04
0000020   3.8164E+05  2.7639E+05 -1.8610E+05
0000021   4.9494E+05  2.3034E+05 -3.2847E+04
0000022   6.9643E+05 -3.5844E+05 -2.9813E+04
0000023   5.8360E+05 -2.7791E+05 -2.1709E+05
0000024   9.1386E+05  9.7272E+04  1.3536E+04
0000025   9.2136E+05 -1.5980E+05 -1.0394E+06
0000026   1.0803E+06 -4.9463E+05 -3.1615E+05
0000027   5.4749E+05 -1.9268E+05  1.2576E+05
0000028   1.1683E+06 -9.5655E+04  2.5473E+04
0000029   9.8090E+05 -9.1347E+04 -4.0602E+05
0000030   5.0523E+05  3.8159E+05  1.1969E+05
0000031   7.3807E+05  3.6631E+05  1.6026E+05
0000032   5.5455E+05  2.0416E+05 -2.0551E+05
0000033   9.2904E+05  3.8250E+05  9.9649E+05
0000034   3.6113E+05  1.2431E+05  6.3768E+04
0000035   6.7665E+05 -2.3785E+05  2.5453E+05
0000036   1.3341E+06 -3.9796E+05 -5.5056E+05
0000037   4.7083E+05 -5.9677E+05 -3.7417E+04
0000038   1.9350E+05  1.9874E+05 -3.6284E+05
0000039   1.2206E+06 -2.6790E+04  4.8495E+04
0000040   6.5305E+05  4.2257E+05 -3.1378E+05
0000041   1.1325E+06 -5.3278E+05 -8.2651E+04
0000042   6.1789E+05 -2.8946E+05 -1.9372E+05
0000043   3.3825E+05 -1.1899E+05 -4.3674E+05
0000044   6.3722E+05 -4.8803E+05  6.8291E+04
0000045   1.1994E+06  2.7065E+05  9.5101E+05
0000046   1.4069E+06  1.4756E+05 -2.4548E+05
0000047   1.0375E+06 -6.5874E+05 -2.9924E+05
0000048   6.4958E+05 -1.0172E+06  2.7428E+05
0000049   1.2915E+06  6.5534E+05  6.2842E+05
0000050   8.4642E+05 -1.5312E+05  1.0778E+05
0000051   1.0344E+06  7.2763E+05  1.2591E+05
0000052   8.1385E+05  3.6266E+05  6.8303E+04
0000053   6.4923E+05  1.4831E+05 -3.7040E+05
0000054   1.1156E+06 -2.4689E+05 -5.7919E+04
0000055   9.7248E+05  1.7848E+05  7.3801E+04
0000056   1.6009E+06 -2.4681E+05  2.7815E+05
0000057   1.5930E+06  4.6722E+05  2.7407E+04
0000058   8.2321E+05 -4.1964E+05  2.5746E+05
0000059   9.3184E+05  4.5184E+05  1.7744E+04
0000060   6.8862E+05  4.1902E+05 -1.4377E+05
0000061   6.6203E+05 -9.5748E+04 -2.5464E+05
0000062   4.2044E+05  4.0744E+05  4.1018E+05
0000063   1.2697E+06  4.4813E+05  5.1266E+05
0000064   6.9308E+05 -1.7428E+05  1.5070E+05
0000065   6.7807E+05 -1.0449E+04 -3.8591E+05
0000066   6.7377E+05 -6.0468E+04  8.9118E+05
0000067   8.2361E+05  1.9754E+05 -3.6908E+05
0000068   8.8517E+05  1.0517E+06  1.9448E+05
0000069   7.8258E+05  1.2305E+05 -6.7704E+05
0000070   9.0694E+05 -3.6879E+05  6.7611E+03
0000071   2.0532E+05 -5.0499E+04 -8.8539E+04
0000072   5.9988E+05  6.7508E+04 -1.9706E+05
0000073   9.8245E+05 -1.4538E+03 -1.2272E+05
0000074   1.0282E+06 -2.0510E+05  6.9130E+05
0000075   1.0091E+06  3.2834E+04 -4.0298E+05
0000076   7.9912E+05 -3.3920E+05 -5.8201E+05
0000077   1.5022E+06  8.9782E+05  1.1384E+05
0000078   1.0285E+06  2.0239E+05  3.9459E+05
0000079   7.9770E+05 -2.2933E+04  1.5328E+05
0000080   6.3253E+05 -1.4323E+05  7.9416E+04
0000081   6.5728E+05 -1.4853E+05 -3.5387E+05
0000082   4.0273E+05 -1.4486E+05  1.0293E+05
0000083   1.0070E+06 -1.8187E+05 -4.4986E+05
0000084   6.8715E+05  6.2570E+03 -9.8583E+04
0000085   7.2402E+05 -3.9632E+05 -4.3936E+05
0000086   7.5388E+05 -7.6430E+05  5.1259E+03
0000087   5.7535E+05  7.3371E+03 -1.1540E+05
0000088   8.8605E+05  4.6947E+05 -1.8906E+05
0000089   1.1133E+06  2.8321E+05  1.2871E+05
0000090   3.3290E+05 -7.8394E+04 -1.8474E+05
0000091   8.3584E+05 -2.0823E+05  1.6512E+05
0000092   1.0391E+06 -3.3951E+05  2.4044E+05
0000093   5.4175E+05 -6.0616E+04 -2.1316E+05
0000094   1.4103E+06  1.1340E+05  4.1082E+04
0000095   5.3549E+05  8.2144E+05  4.3638E+04
0000096   1.1369E+06 -3.8458E+05  8.8591E+04
0000097   4.5553E+05  4.5488E+05 -6.5970E+03
0000098   9.7586E+05  2.3284E+05  2.8791E+05
0000099   5.6850E+05  6.3551E+05 -5.3794E+04
0000100   8.9338E+05 -2.6927E+05  1.7272E+04
0000101   6.3837E+05  1.6639E+04  1.2404E+05
0000102   1.0984E+06 -4.5708E+05  5.5816E+04
0000103   3.2577E+05  5.0851E+05 -3.7848E+05
0000104   1.1790E+06 -3.1342E+05 -4.2960E+05
0000105   3.7995E+05  3.0570E+05  1.7884E+05
0000106   9.6261E+05 -2.9841E+05 -2.2492E+05
