============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 1757511.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   5.4934E+05 -2.2182E+05 -1.1435E+05
0000002   2.2497E+05 -7.4743E+04 -6.0633E+04
0000003   4.0606E+05 -1.5981E+05  4.7274E+04
0000004   2.6036E+05 -1.6498E+05  1.0311E+05
0000005   2.5772E+05 -2.3881E+05 -7.9868E+04
0000006   3.5496E+05  1.7196E+05 -9.3572E+04
0000007   1.1516E+05  1.0428E+05 -1.3374E+05
0000008   4.2791E+05  5.9334E+04  5.7583E+04
0000009   4.6766E+05 -3.2094E+04 -1.7509E+05
0000010   3.9300E+05  5.1650E+04 -5.8214E+04
0000011   5.8709E+05 -2.3647E+05 -1.7791E+05
0000012   4.9539E+05  5.3876E+04 -1.0741E+05
0000013   6.8955E+05 -1.4616E+05 -2.7098E+05
0000014   5.5619E+05 -2.0848E+05  2.6975E+05
0000015   1.3443E+05  1.4057E+05 -1.4375E+05
0000016   3.2290E+05  1.7266E+04 -1.7474E+05
0000017   5.3906E+05 -3.5481E+05 -1.0761E+05
0000018   1.8161E+05 -5.9385E+04  7.2211E+04
0000019   4.9652E+05 -1.4717E+05  4.4273E+04
0000020   5.3324E+05  7.5227E+04  1.1289E+05
0000021   3.4214E+05  1.0270E+05  3.0086E+05
0000022   4.2458E+05 -2.6418E+05  2.6702E+05
0000023   2.0492E+05 -1.1428E+05 -1.9626E+04
0000024   4.2389E+05 -2.2714E+04 -1.3294E+05
0000025   5.8366E+05 -5.0840E+04  2.3153E+05
0000026   3.5706E+05  9.5118E+03 -3.4350E+05
0000027   5.8928E+05  9.6956E+04  5.3340E+03
0000028   3.2130E+05 -6.9770E+04 -2.1418E+05
0000029   3.7019E+05  3.3784E+05  7.5320E+04
0000030   1.7524E+05  1.7514E+05  1.5998E+04
0000031   5.7334E+05 -1.9983E+04 -2.4927E+03
0000032   6.0153E+05  1.5438E+05 -2.1975E+05
0000033   3.6678E+05 -3.2133E+04  1.0085E+05
0000034   3.0302E+05 -8.8774E+03 -7.0111E+04
0000035   1.5259E+05  2.3823E+05 -7.5509E+03
0000036   2.9096E+05  6.6851E+04 -3.8798E+04
0000037   6.4089E+05  9.6412E+04 -2.0320E+05
0000038   6.8249E+05  1.0446E+05 -8.7975E+04
0000039   1.9787E+05 -3.9252E+03 -1.5260E+05
0000040   2.3178E+05  8.3901E+04 -9.4595E+04
0000041   3.6872E+05 -6.3164E+04 -3.9213E+02
0000042   3.3622E+05  9.6301E+04  1.9030E+05
0000043   3.2604E+05 -1.6422E+05  3.5465E+03
0000044   6.5890E+05 -1.1359E+05  6.9079E+04
0000045   1.0221E+05  5.1323E+03 -4.0078E+04
0000046   5.7388E+05  1.2083E+04  2.0878E+05
0000047   3.4534E+05  8.0756E+04 -8.6530E+04
0000048   2.7307E+05  1.3799E+05 -4.6805E+04
0000049   4.4122E+05  2.3207E+05 -2.7512E+04
0000050   2.7917E+05 -1.8931E+04  4.4853E+04
0000051   1.7636E+05  5.5782E+04 -1.2012E+05
0000052   1.0686E+05  9.1290E+04 -5.5195E+04
0000053   4.8567E+05 -1.2528E+05 -2.5243E+05
0000054   6.7997E+05  9.5300E+03 -1.1459E+05
0000055   3.0801E+05 -8.0460E+04  1.1612E+05
0000056   3.0586E+05 -1.1910E+05 -9.8634E+03
0000057   2.0367E+05  3.6487E+04 -1.4154E+04
0000058   1.7657E+05  7.5108E+03 -3.2928E+05
0000060   3.2279E+05  1.5727E+05 -3.0014E+04
0000061   3.5253E+05  8.7222E+04  4.2340E+04
0000062   3.6536E+05 -2.0657E+05  1.4791E+05
0000063   7.4899E+05  3.6805E+05 -2.4444E+04
0000064   7.4157E+05 -5.2219E+04 -2.4161E+05
0000065   8.6400E+04 -1.3004E+05 -8.4519E+04
0000066   1.5329E+05 -3.9727E+05 -1.9608E+05
0000067   2.9410E+05  8.5398E+04 -6.1642E+04
0000068   2.9722E+05  7.6704E+04 -1.0426E+05
0000069   4.0952E+05  1.0630E+05  8.1119E+04
0000070   6.2415E+05 -1.5486E+04 -1.6983E+05
0000071   2.1250E+05  2.7126E+04 -1.2211E+05
0000072   5.9996E+05 -3.0532E+04 -2.4188E+04
0000073   3.7039E+05 -4.0548E+05 -1.5502E+04
0000074   3.7921E+05 -1.8136E+05 -3.1100E+05
0000075   3.6960E+05 -4.6104E+04  8.8709E+03
0000076   1.4045E+05 -1.0991E+05 -1.2593E+05
0000077   3.0320E+05 -4.0338E+05 -4.7060E+04
0000078   6.3451E+05 -1.6722E+05 -8.2941E+04
0000079   3.4728E+05 -9.8895E+04  2.5681E+05
0000080   4.1342E+05  1.3704E+05  1.6803E+05
0000081   4.3435E+05 -3.7681E+05 -3.4317E+03
0000082   2.3790E+05  1.2754E+04 -1.0067E+05
0000083   4.2615E+05 -2.6470E+05  2.6429E+04
0000084   7.4122E+05 -2.6053E+05 -1.6261E+05
0000085   4.7572E+05 -1.2942E+05  1.2710E+05
0000086   3.7768E+05  4.8884E+04  5.6549E+03
0000087   7.4280E+05  1.5399E+05 -3.5655E+05
0000088   7.1668E+05 -2.3572E+05 -1.3306E+05
0000089   5.6246E+05  3.6024E+05 -3.3474E+05
0000090   7.1698E+05  2.3314E+05 -2.0712E+05
0000091   4.8567E+05  1.8159E+05 -1.1315E+05
0000092   3.2578E+05  3.0820E+05  3.3708E+04
0000093   2.8188E+05  1.2378E+05 -5.4081E+04
0000094   1.3276E+05 -4.3108E+04 -6.6877E+04
0000095   4.0446E+05 -9.2330E+04 -5.4391E+05
0000096   3.5773E+05 -1.7706E+05  3.9898E+04
0000097   1.4797E+05 -1.1015E+05  4.9933E+04
0000098   3.8410E+05  9.9463E+03 -1.7617E+05
0000099   7.7618E+05 -2.7163E+05 -1.5854E+05
0000100   6.4242E+05  3.5329E+05  2.7414E+05
0000101   8.0338E+05 -2.7169E+04 -2.9162E+05
0000102   9.2156E+04  2.4107E+05  2.2604E+04
0000103   1.5543E+05  4.9067E+04 -7.9862E+03
0000104   2.4083E+05 -4.0482E+04 -6.4843E+04
0000105   8.4627E+05  5.2492E+05 -9.8065E+02
0000106   2.3669E+05 -7.7802E+03  9.6983E+03
0000107   5.9849E+05  5.2013E+03  3.5579E+04
