============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 6866489.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=500000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   9.1715E+06 -6.1291E+05  6.2739E+06
0000002   1.5743E+07 -6.6246E+06 -3.7838E+06
0000003   1.3161E+07  1.6867E+05 -4.9963E+06
0000004   8.7410E+06 -7.9628E+05 -2.8012E+06
0000005   1.5097E+07  3.3340E+06 -1.8075E+05
0000006   1.7528E+07  3.5674E+06 -3.3092E+06
0000007   1.2573E+07  2.7152E+06  1.4208E+06
0000008   1.0634E+07 -6.8310E+06  1.2104E+06
0000009   1.5967E+07 -1.2077E+06 -1.6224E+06
0000010   1.6701E+07  4.4406E+06  2.8612E+06
0000011   1.6024E+07 -5.6125E+06  3.8382E+06
0000012   1.5922E+07 -5.6684E+06 -5.0149E+06
0000013   1.5669E+07 -1.8814E+06  1.1823E+06
0000014   1.0889E+07 -5.1855E+05  5.5790E+06
0000015   1.2031E+07  1.4084E+06 -3.5759E+06
0000016   1.4400E+07 -1.6062E+06  4.5501E+06
0000017   1.1004E+07 -2.4342E+05 -2.4731E+06
0000018   1.9109E+07 -5.8325E+06 -2.3717E+06
0000019   1.5016E+07 -3.1108E+06 -2.8580E+06
0000020   1.1987E+07 -8.4748E+06  1.2329E+05
0000021   1.4873E+07 -2.8348E+06 -7.4988E+05
0000022   1.0512E+07 -2.0546E+06  2.7761E+06
0000023   1.4862E+07 -3.7926E+06 -5.0398E+06
0000024   9.4233E+06 -1.4567E+06 -7.2644E+06
0000025   1.3401E+07  4.0145E+06 -1.8287E+06
0000026   1.8032E+07 -2.6487E+06 -2.4238E+06
0000027   1.5263E+07  5.0761E+05  3.8571E+05
0000028   1.3320E+07 -5.6704E+06  4.2054E+05
0000029   7.1137E+06  7.2989E+06 -8.6414E+05
0000030   1.4886E+07 -8.3431E+05  3.6205E+06
0000031   1.3660E+07  6.2562E+06  2.1393E+06
0000032   1.6305E+07 -1.4404E+06 -4.6518E+06
0000033   1.1820E+07  5.9823E+06  6.2155E+06
0000034   1.3250E+07 -6.2175E+06 -4.7776E+06
0000035   1.3388E+07 -7.3681E+04 -2.7139E+06
0000036   1.3968E+07 -4.5850E+06  2.2768E+06
0000037   1.3832E+07  5.0402E+06  4.8879E+05
0000038   1.6588E+07  1.6859E+06  4.6833E+06
0000039   1.3199E+07  2.6838E+06 -5.5410E+05
0000040   3.7694E+06  2.1685E+06 -7.6832E+05
0000041   1.1272E+07 -1.6298E+06  4.9478E+06
0000042   1.7281E+07 -2.3552E+06  2.2075E+06
0000043   4.2816E+06 -3.4448E+06 -2.7293E+05
0000044   1.4647E+07 -4.2273E+06 -5.6208E+06
0000045   1.1346E+07 -9.5923E+05 -2.2559E+06
0000046   1.7173E+07 -2.3925E+05 -6.6484E+05
0000047   1.6257E+07 -1.6895E+06  4.6571E+06
0000048   1.6370E+07  2.5123E+05 -1.8441E+06
0000049   9.7646E+06 -4.7955E+05 -8.9021E+05
0000050   9.1472E+06 -1.2408E+06 -2.5919E+06
0000051   1.2365E+07  3.1449E+06  3.4186E+06
0000052   1.5613E+07  5.2741E+06 -2.4587E+05
0000053   1.4716E+07  7.2365E+05  3.7180E+05
0000054   1.0933E+07 -5.9726E+06  3.1427E+06
0000055   9.0430E+06 -5.0778E+05  2.9614E+05
0000056   1.2390E+07  3.4772E+06  6.1092E+06
0000057   1.4310E+07  6.4743E+06 -8.1469E+05
0000058   1.3364E+07  2.1010E+05 -5.5870E+05
0000059   1.4667E+07 -5.6819E+05  4.3043E+06
0000060   1.6804E+07  8.0404E+05 -1.0097E+06
0000061   1.3692E+07  1.0498E+06 -1.4723E+06
0000062   1.0239E+07 -2.9395E+06 -7.0368E+06
0000063   1.4208E+07 -1.0286E+06  3.5577E+06
0000064   1.6416E+07 -4.3244E+06  9.3746E+05
0000065   1.4849E+07 -2.6069E+06 -4.3869E+06
0000066   1.1396E+07 -2.6350E+05 -7.1178E+06
0000067   1.0906E+07  1.0748E+06  1.8835E+06
0000068   6.2194E+06 -3.6555E+04  7.6622E+05
0000069   1.5854E+07  1.3999E+06 -2.2992E+06
0000070   9.9688E+06  5.1773E+06 -7.4314E+06
0000071   1.4900E+07  2.6696E+06  3.0624E+06
0000072   5.5415E+06 -1.5514E+05  1.1606E+06
0000073   1.4389E+07 -2.4779E+06  5.1511E+06
0000074   1.6037E+07  2.2843E+05 -4.3124E+05
0000075   1.4465E+07  8.0513E+06  1.5170E+06
0000076   1.3662E+07 -3.3597E+05 -3.5686E+06
0000077   1.6686E+07 -4.1791E+06  4.1672E+06
0000078   1.2535E+07 -7.0730E+04  3.1305E+06
0000079   6.7867E+06 -5.1046E+06 -6.2485E+06
0000080   1.6538E+07  3.8168E+06 -1.8511E+06
0000081   1.0248E+07 -6.0864E+05 -7.2681E+06
0000082   1.3034E+07  5.1794E+05  5.2222E+06
0000083   1.2492E+07 -9.1663E+05 -3.7539E+06
0000084   9.2704E+06  5.6593E+06  4.2153E+06
0000085   1.8038E+07 -2.6372E+06  1.3842E+06
0000086   1.8828E+07 -8.4298E+05  4.9465E+06
0000087   1.0078E+07  2.7137E+06  5.2322E+06
0000088   1.6086E+07  8.2500E+06 -2.6379E+06
0000089   1.3157E+07 -7.6864E+05 -5.0755E+06
0000090   1.5712E+07  4.2445E+06 -4.6937E+05
0000091   1.3897E+07 -4.1758E+06 -9.3932E+05
0000092   1.0778E+07 -3.9119E+06  1.7748E+06
0000093   1.4078E+07 -9.3621E+06  6.4283E+05
0000094   2.0520E+07  5.8422E+05  2.5685E+06
0000095   5.2695E+06 -8.1777E+05 -4.8624E+06
0000096   1.3941E+07  8.2264E+04  2.3770E+06
0000097   1.3091E+07  3.3860E+06 -6.1621E+06
0000098   5.6235E+06 -4.3100E+06  3.0949E+06
0000099   1.2346E+07 -3.0320E+06 -7.2244E+06
0000100   1.5131E+07  4.4606E+06  4.5602E+06
0000101   1.5097E+07  4.4723E+06  1.4699E+05
0000102   1.2552E+07 -3.0336E+06  6.6135E+05
0000103   1.1194E+07 -5.4767E+06 -5.8049E+05
0000104   1.2142E+07  3.8751E+06  8.8110E+05
0000105   1.8056E+07 -5.7887E+06  5.0727E+06
0000106   1.0710E+07 -3.7767E+06 -2.3675E+05
