============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 8286428.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=500000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.9640E+07 -3.6349E+06 -1.2791E+05
0000002   1.4753E+07 -1.8963E+05 -7.0303E+05
0000003   1.4526E+07  4.4935E+05  8.0769E+06
0000004   5.2031E+06 -2.9811E+06  3.6554E+06
0000005   1.9544E+07  1.3869E+05  5.6232E+06
0000006   1.2784E+07  7.1224E+05 -5.4137E+05
0000007   1.6400E+07  2.4502E+06 -4.8644E+06
0000008   1.8726E+07 -1.0912E+06  3.0515E+06
0000009   1.9710E+07 -1.1450E+07  6.0592E+05
0000010   1.5383E+07  3.7105E+06  9.4739E+05
0000011   2.1129E+07 -3.4922E+06  2.9847E+06
0000012   1.5489E+07 -3.2479E+06 -5.0275E+04
0000013   1.3279E+07  6.2410E+06 -4.5868E+05
0000014   1.2473E+07 -1.0925E+06 -1.2955E+06
0000015   3.7443E+06  2.1639E+06  2.8159E+06
0000016   1.0858E+07  1.8221E+06  2.4898E+06
0000017   1.9654E+07  4.9969E+06  4.4207E+05
0000018   1.6716E+07 -2.8743E+06  5.2795E+06
0000019   1.7504E+07 -2.0956E+06 -4.9550E+05
0000020   1.8660E+07  2.1200E+06 -5.4296E+06
0000021   1.6073E+07  5.1713E+06 -7.0652E+06
0000022   1.0819E+07 -3.1109E+06 -1.2340E+06
0000023   6.0777E+06  8.6268E+05 -3.3029E+06
0000024   1.4988E+07  8.4609E+05 -2.1061E+06
0000025   1.9625E+07 -6.9209E+06 -6.5036E+05
0000026   1.4408E+07 -6.3144E+06  2.3169E+06
0000027   1.4359E+07  2.8453E+06  5.0091E+06
0000028   8.7857E+06 -5.0462E+05  3.7458E+06
0000029   1.5847E+07 -6.4964E+06  6.0409E+06
0000030   1.2363E+07 -4.3434E+06 -6.5103E+06
0000031   1.4271E+07  3.1681E+06 -4.6369E+06
0000032   1.4148E+07 -3.6806E+06  5.3441E+06
0000033   1.5842E+07  3.4761E+06 -2.6002E+06
0000034   1.3909E+07 -3.4482E+06  1.8997E+06
0000035   1.4915E+07 -3.7290E+06  2.9780E+05
0000036   2.0397E+07 -2.3377E+06 -7.7940E+05
0000037   1.8565E+07  1.3497E+06  8.2501E+05
0000038   1.6618E+07 -4.1947E+05  1.4382E+05
0000039   1.1390E+07 -6.0418E+05  3.2857E+06
0000040   1.6537E+07  5.2226E+06  4.9000E+06
0000041   6.6889E+06 -3.9068E+06  2.8204E+05
0000042   1.7089E+07 -6.8766E+06  3.3714E+06
0000043   1.0889E+07 -1.4391E+06 -7.2836E+06
0000044   9.1417E+06 -2.5500E+06  2.2159E+06
0000045   1.0900E+07 -1.8132E+05  3.0919E+06
0000046   2.0163E+07  2.9272E+06 -2.1955E+06
0000047   1.2294E+07  8.1672E+05 -2.3124E+06
0000048   6.2698E+06 -2.3208E+05  4.2019E+05
0000049   8.0767E+06 -1.3705E+06  5.6665E+06
0000050   1.5382E+07 -1.1292E+06  8.8303E+05
0000051   1.6866E+07  9.9162E+05 -3.9998E+06
0000052   1.3951E+07 -1.7080E+05  3.0101E+06
0000053   1.7627E+07 -2.0767E+06  6.1973E+06
0000054   1.5389E+07  2.2235E+06  4.0211E+06
0000055   1.9169E+07 -2.9728E+06  2.2702E+06
0000056   1.8594E+07  1.5059E+06  1.7843E+06
0000057   1.4537E+07  4.5353E+05 -2.7503E+06
0000058   1.8083E+07 -3.2092E+06  1.9965E+06
0000059   1.5196E+07  6.2410E+04  5.5941E+06
0000060   1.6979E+07  3.6691E+06 -2.7133E+06
0000061   1.6869E+07 -1.8352E+06  4.9305E+06
0000062   1.5913E+07 -1.9758E+06 -3.8622E+06
0000063   1.6824E+07 -1.5549E+06  8.0479E+05
0000064   1.7603E+07  7.3595E+06  5.8765E+06
0000065   1.0674E+07  2.9196E+06 -4.6223E+06
0000066   1.9116E+07 -3.0975E+06 -2.1894E+06
0000067   1.7213E+07 -4.8608E+05 -2.5001E+06
0000068   2.1992E+07  3.0951E+06  2.6202E+06
0000069   1.9186E+07 -8.7614E+05 -2.2459E+06
0000070   1.4596E+07 -6.8765E+06 -3.6819E+06
0000071   1.0144E+07  6.4914E+06  7.2870E+06
0000072   1.7167E+07 -1.3080E+06 -5.6305E+05
0000073   1.0729E+07  3.1269E+06  2.0440E+06
0000074   1.6174E+07 -3.8521E+06  1.4445E+06
0000075   1.8196E+07  2.2553E+06 -1.1405E+05
0000076   1.2743E+07 -1.4694E+06  2.4336E+06
0000077   1.8328E+07 -5.7017E+06 -3.3588E+06
0000078   1.6375E+07  9.1109E+06 -4.4249E+06
0000079   1.4792E+07  2.8285E+06  1.9992E+06
0000080   1.8094E+07 -2.9506E+06  8.8440E+06
0000081   1.0865E+07  4.5520E+06 -9.0248E+05
0000082   2.3043E+07 -2.0789E+06  3.7448E+06
0000083   1.3275E+07 -8.3179E+06  2.1427E+06
0000084   1.4273E+07  2.3413E+05  5.9461E+06
0000085   1.6235E+07  3.2438E+06  4.0965E+06
0000086   4.2411E+06  4.0400E+06 -1.9284E+06
0000087   1.7492E+07 -3.9788E+05  4.5306E+05
0000088   1.6587E+07  2.8343E+06 -5.2995E+06
0000089   1.6235E+07 -5.6210E+05 -1.2600E+06
0000090   1.6600E+07  1.9689E+05 -1.0204E+06
0000091   1.5686E+07  5.1888E+04  1.0145E+07
0000092   1.2034E+07 -4.0672E+06  1.6381E+06
0000093   1.6924E+07  2.0678E+06  3.9314E+06
0000094   1.3201E+07  1.7891E+06 -8.3303E+06
0000095   1.6287E+07  4.6425E+06  5.2692E+06
0000096   1.6886E+07 -2.3088E+06 -2.7204E+06
0000097   1.5478E+07  5.9887E+05 -5.2894E+06
0000098   1.2255E+07 -1.5052E+06  1.5506E+06
0000099   9.9728E+06  4.0547E+06  9.3008E+04
0000100   1.6191E+07 -2.0941E+06  3.8260E+06
0000101   9.7845E+06  4.1793E+06  6.3948E+06
0000102   4.3460E+06  1.2803E+06  1.5587E+06
0000103   1.3844E+07 -2.6643E+06 -7.1537E+06
0000104   1.5036E+07 -2.3402E+06  2.5794E+06
0000105   1.3486E+07 -7.3776E+06 -1.3334E+06
0000106   1.1269E+07 -6.2823E+05  2.2805E+06
