============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 1599859.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   6.0285E+05 -1.4016E+05  1.8799E+03
0000002   1.7206E+05 -2.3737E+04 -7.8994E+04
0000003   7.0769E+05 -2.2009E+05 -1.7866E+05
0000004   2.8614E+05  9.0587E+04  3.7032E+04
0000005   4.2401E+05 -2.6010E+05  6.6086E+04
0000006   9.0320E+04  9.3345E+03 -1.6205E+04
0000007   9.0781E+04  1.1861E+05 -1.2457E+05
0000008   3.5617E+05  1.3659E+05 -1.1334E+05
0000009   5.7527E+05  9.5759E+04  1.9834E+05
0000010   3.3098E+05  9.8854E+04 -9.4358E+04
0000011   2.8342E+05  9.4034E+04  9.6891E+04
0000012   9.1116E+05  1.3781E+05 -2.1845E+05
0000013   6.9991E+05  1.9346E+05 -4.9351E+02
0000014   5.3657E+05 -1.4459E+05 -2.1232E+05
0000015   1.2490E+05  1.3169E+05 -1.4181E+05
0000016   7.3646E+05 -4.9844E+05  2.3598E+05
0000017   6.0487E+05  1.0898E+05  2.2465E+05
0000018   3.3881E+05  1.0737E+05 -2.6184E+04
0000019   2.7609E+05  2.2257E+05 -9.3151E+03
0000020   2.9389E+05 -3.0533E+04 -8.2781E+03
0000021   6.4373E+05  4.0127E+04  3.0484E+05
0000022   3.4487E+05 -4.0685E+05  4.3998E+04
0000023   4.1570E+05  8.2746E+03 -8.7270E+04
0000024   4.6718E+05 -8.7859E+04 -1.5597E+05
0000025   2.3720E+05  5.8325E+04 -2.0423E+05
0000026   4.8919E+05 -1.8170E+05  1.3299E+05
0000027   2.8462E+05  9.8539E+04  1.8461E+05
0000028   4.7147E+05 -9.8813E+04  1.1894E+05
0000029   3.7061E+05  2.2340E+05 -3.4356E+04
0000030   4.8829E+05  8.2754E+04 -3.4268E+04
0000031   4.0237E+05 -3.9992E+05 -2.6955E+05
0000032   3.2408E+05 -1.9571E+03  9.9223E+04
0000033   2.0335E+05 -1.4285E+05  6.3144E+04
0000034   2.4328E+05  2.0394E+04 -1.1892E+05
0000035   2.8175E+05 -1.4497E+05  1.6918E+05
0000036   6.2929E+05 -9.9376E+04  4.2965E+05
0000037   6.0480E+05 -5.1955E+04  2.4088E+05
0000038   1.3031E+05  1.7544E+05  8.4127E+04
0000039   8.2605E+04  1.9214E+04 -9.2189E+04
0000040   5.1871E+05 -4.2235E+04 -3.4759E+04
0000041   1.8580E+05 -4.0110E+04 -1.9542E+04
0000042   2.5236E+05  1.3795E+05  4.0202E+04
0000043   5.3630E+05  1.5892E+05  4.4384E+04
0000044   2.6984E+05 -1.1252E+03 -9.7667E+04
0000045   1.7161E+05  4.4724E+04  1.0266E+05
0000046   5.5495E+05 -2.1283E+05  1.1372E+05
0000047   3.0261E+05 -5.8609E+04  1.8698E+05
0000048   6.3997E+04  5.8896E+04  4.5759E+04
0000049   2.9129E+05 -4.2199E+04  9.9745E+04
0000050   2.8299E+05  1.6605E+05 -2.0439E+05
0000051   3.3336E+05  2.0201E+05  1.3658E+05
0000052   4.8600E+05 -1.3054E+05 -3.5869E+04
0000053   1.4133E+05  6.5422E+04  1.6044E+04
0000054   4.1607E+05  9.9924E+04  2.2546E+05
0000055   6.5227E+05  6.4081E+04  1.1347E+05
0000056   4.5249E+05 -1.3784E+05  3.1316E+05
0000057   4.4410E+05 -1.3190E+05 -7.1695E+04
0000058   1.7547E+05  1.8328E+04 -4.6439E+04
0000059   6.1607E+05 -1.3111E+05 -3.0945E+05
0000060   3.0823E+05 -1.3402E+05  8.3643E+04
0000061   2.3732E+05 -1.0535E+05  1.6547E+05
0000062   3.4439E+05 -1.3074E+04 -5.6600E+04
0000063   4.9537E+05  2.4192E+05 -4.2257E+04
0000064   2.9907E+05 -2.3019E+04  7.1783E+04
0000065   5.7349E+05  5.5016E+04 -5.8064E+03
0000066   5.3285E+05  8.6117E+04  2.2600E+05
0000067   2.5461E+05  8.8955E+04  1.1565E+05
0000068   3.2183E+05 -1.4619E+05  2.4179E+04
0000069   2.0825E+05 -3.0249E+05 -2.0648E+05
0000070   3.8835E+05  3.1790E+03  4.1008E+05
0000071   2.0355E+05 -1.4341E+05 -3.1367E+04
0000072   2.5689E+05 -1.5232E+04  1.7507E+05
0000073   1.7385E+05  6.3572E+04  5.4817E+04
0000074   4.2975E+05  2.2804E+05  2.2740E+05
0000075   2.8952E+05 -2.3360E+05  2.7613E+05
0000076   4.3750E+05 -4.3762E+04 -1.0585E+05
0000077   4.6115E+05 -2.1295E+05 -1.3522E+05
0000078   3.4883E+05 -2.0879E+05 -2.1031E+05
0000080   3.4771E+05 -3.0290E+05 -9.9286E+04
0000081   1.2624E+05 -6.7544E+04 -2.9725E+04
0000082   4.1565E+05 -1.0822E+05 -4.0321E+04
0000083   4.7239E+05 -3.7377E+04 -4.4246E+04
0000084   2.9502E+05  9.3124E+04  2.5050E+04
0000085   4.1986E+05  7.7221E+04  3.0788E+05
0000086   4.0176E+05 -1.1473E+05  1.4869E+05
0000087   4.3280E+05 -2.5667E+05  1.8258E+05
0000088   1.7139E+05 -3.9643E+05  1.7994E+04
0000089   3.0701E+05 -3.5227E+04  1.6358E+05
0000090   3.8575E+05 -1.0527E+05  1.5584E+05
0000091   3.5417E+05 -1.9876E+05  1.9874E+05
0000092   2.9929E+05 -8.4952E+04  3.2571E+05
0000093   5.1352E+05 -3.9384E+04  4.7922E+04
0000094   2.5671E+05  1.8251E+05 -5.6167E+04
0000095   3.9121E+05 -2.0968E+05 -3.5483E+05
0000096   4.7065E+05 -1.8036E+05  2.2795E+04
0000097   8.0543E+04  1.6650E+05 -7.8854E+04
0000098   2.1409E+05  2.1649E+05 -1.6059E+05
0000099   3.5849E+05  1.4701E+05  1.0413E+05
0000100   3.6217E+05  9.7192E+04  1.6598E+05
0000101   5.3413E+05  3.0564E+05 -3.3170E+05
0000102   3.9138E+05 -1.4157E+05 -2.5861E+05
0000103   3.3889E+05  1.5347E+05  1.2100E+04
0000104   4.1346E+05 -1.2751E+05 -1.9709E+05
0000105   6.3743E+05 -4.6897E+04  4.9078E+03
0000106   2.4562E+05 -9.3220E+04  1.9942E+04
0000107   1.8751E+05  1.5320E+05  8.0539E+04
