============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 1526418.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   3.3546E+06 -1.9297E+05  8.3831E+05
0000002   3.0190E+06  2.9036E+06 -1.2763E+06
0000003   5.0826E+06  1.2160E+06 -1.1871E+06
0000004   4.1226E+06 -4.7151E+05  6.6150E+05
0000005   5.1842E+06  1.5189E+06 -3.9289E+05
0000006   3.3935E+06 -8.9154E+05 -6.9221E+05
0000007   2.9862E+06 -3.1874E+05 -6.7528E+05
0000008   1.5584E+06  1.8387E+05  1.1447E+05
0000009   2.4804E+06 -3.2933E+06 -9.6010E+05
0000010   4.5527E+06  1.6351E+06  1.3160E+06
0000011   2.3571E+06 -7.7524E+05 -9.6994E+05
0000012   2.4355E+06 -1.1149E+06 -1.0227E+06
0000013   2.0855E+06  2.5544E+05 -1.0548E+06
0000014   3.2331E+06 -3.4155E+05  7.5934E+05
0000015   1.7787E+06  3.6352E+05  6.1749E+05
0000016   1.5430E+06 -2.3349E+05 -5.7771E+05
0000017   1.3603E+06 -1.9347E+06 -5.7392E+05
0000018   2.6342E+06 -1.0567E+06  1.3191E+06
0000019   2.1237E+06 -2.2406E+06 -1.0760E+05
0000020   2.9190E+06  6.3567E+05 -4.0895E+05
0000021   8.6699E+05 -1.7256E+06  1.2710E+06
0000022   2.6170E+06 -1.0424E+05  2.0429E+05
0000023   3.4707E+06 -1.0580E+06 -1.5017E+06
0000024   3.7046E+06 -1.8463E+06 -2.2957E+06
0000025   2.8387E+06  9.1673E+05  1.1007E+06
0000026   2.0589E+06 -1.7117E+06 -6.8170E+05
0000027   3.6312E+06 -1.6195E+06 -8.5315E+05
0000028   4.2591E+06  5.4222E+05  2.1937E+06
0000029   3.5305E+06 -2.1884E+06 -3.2856E+06
0000030   4.8080E+06  1.6185E+06 -9.0717E+05
0000031   1.6072E+06  4.3823E+05 -3.5949E+05
0000032   2.9317E+06  6.8659E+05  9.0656E+05
0000033   4.5495E+06 -1.0395E+06  9.2964E+05
0000034   2.4307E+06 -1.0436E+06  8.5358E+04
0000035   3.1196E+06 -7.6596E+05 -1.2422E+06
0000036   9.3110E+05  2.0325E+05  1.3625E+06
0000037   3.4311E+06  6.6362E+05  7.1490E+05
0000038   1.2836E+06  1.4982E+05  1.0788E+04
0000039   3.6257E+06  9.3226E+05 -5.5821E+05
0000040   2.4205E+06 -1.2372E+06  6.8108E+05
0000041   3.7885E+06  1.9765E+06 -1.9896E+06
0000042   2.4368E+06 -1.2945E+06 -1.5913E+06
0000043   4.6747E+06 -1.2049E+06 -7.4976E+05
0000044   1.2044E+06  4.4984E+05  5.8310E+05
0000045   3.6765E+06 -3.4817E+05  1.5922E+06
0000046   2.9203E+06  2.4328E+05  1.4252E+06
0000047   3.9959E+06 -1.4613E+06  4.6539E+04
0000048   1.9311E+06  9.9878E+05 -6.3532E+05
0000049   6.2482E+06 -5.2151E+05 -2.4986E+06
0000050   1.2533E+06  2.8422E+05 -1.5725E+05
0000051   3.0519E+06 -7.2308E+05  7.3077E+05
0000052   2.2542E+06  1.2719E+06 -2.3207E+05
0000053   3.0358E+06  1.3666E+06  5.7046E+05
0000054   3.3673E+06 -8.3166E+05 -1.5551E+06
0000055   2.6841E+06  4.5861E+05 -4.2142E+05
0000056   1.8748E+06  1.7553E+06 -6.2428E+05
0000057   7.7163E+05  9.9651E+04  1.5148E+04
0000058   3.7076E+06  1.1921E+06 -1.6204E+06
0000059   2.1451E+06  6.7442E+05  1.4628E+06
0000060   2.1564E+06 -1.3505E+06  6.6645E+05
0000061   2.7803E+06  1.9553E+06  1.9046E+06
0000062   3.4384E+06  5.2188E+05 -7.2024E+05
0000063   3.7168E+06 -2.0170E+06  3.3393E+05
0000064   4.3061E+06 -1.1950E+06  1.1026E+06
0000065   1.5082E+06  5.2036E+05 -6.3803E+04
0000066   4.5135E+06  1.1724E+05 -3.3317E+05
0000067   3.2952E+06  7.2503E+05 -7.4473E+05
0000068   2.9693E+06  3.4976E+05  9.8509E+05
0000069   8.4068E+05  5.4189E+05  6.8315E+05
0000070   2.4732E+06 -1.1228E+05  8.3321E+05
0000071   2.9930E+06 -1.6481E+06 -8.6954E+05
0000072   3.2121E+06  1.9377E+05  9.7074E+05
0000073   3.0280E+06  1.4981E+06  6.1533E+05
0000074   4.4604E+06 -8.4429E+05  1.1444E+05
0000075   4.0940E+06 -8.7020E+05  5.5804E+05
0000076   2.4623E+06 -1.2494E+06 -1.3816E+06
0000077   3.8139E+06 -3.2678E+05 -1.0131E+06
0000078   4.1361E+06  6.4345E+04  2.3351E+05
0000079   1.6711E+06  2.7511E+05 -1.5011E+06
0000080   2.1978E+06  2.3196E+06 -1.7474E+06
0000081   3.5388E+06 -7.6845E+05  6.2225E+03
0000082   1.0960E+06  1.1207E+06  2.6371E+05
0000083   3.4704E+06  5.5344E+05  9.1752E+04
0000084   5.3750E+06 -4.7511E+05 -3.9996E+05
0000085   2.8259E+06 -1.0188E+06  2.6221E+06
0000086   1.4934E+06  5.3849E+05  1.9434E+06
0000087   3.7689E+06  9.4227E+05 -9.1693E+05
0000088   4.4319E+06  4.7904E+05  1.5659E+06
0000089   2.9538E+06  2.4631E+05 -1.5364E+06
0000090   3.2139E+06  2.6777E+05 -1.9952E+05
0000091   2.6169E+06 -8.8456E+05  3.3883E+05
0000092   4.8505E+06 -5.4845E+05  7.0353E+05
0000093   4.0113E+06 -1.2460E+06  9.3525E+05
0000094   1.0719E+06 -7.0216E+05  1.6752E+05
0000095   4.6662E+06  9.3514E+05 -1.0367E+06
0000096   2.1542E+06  2.2345E+06  1.0914E+06
0000097   2.8065E+06  3.1756E+05  2.7155E+05
0000098   3.0925E+06 -9.4619E+05  8.5514E+04
0000099   2.7422E+06 -1.5828E+06  7.9094E+05
0000100   2.5019E+06  1.1753E+06  8.5233E+05
0000101   6.1565E+05 -2.6951E+04 -2.3409E+04
0000102   3.9931E+06  1.1088E+06  3.1761E+05
0000103   4.3518E+06 -8.4374E+04 -3.1194E+05
0000104   2.2141E+06  7.0332E+05  1.0177E+06
0000105   2.0560E+06 -1.5516E+06 -8.5129E+04
0000106   2.7298E+06 -8.2001E+05  4.9558E+05
