============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 2559548.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   4.2665E+05 -6.2752E+05  3.5295E+04
0000002   1.0175E+06 -4.0534E+03  2.8537E+05
0000003   5.5902E+05 -2.0076E+05 -2.7343E+05
0000004   5.8135E+05 -1.8993E+05 -3.5409E+04
0000005   5.1104E+05  3.0717E+05 -2.1546E+05
0000006   2.8465E+05 -1.1689E+05  1.7809E+04
0000007   4.1535E+05 -1.8503E+05 -2.1612E+05
0000008   7.4867E+05 -1.4598E+05  2.2142E+05
0000009   7.6176E+05 -1.3455E+05  2.5937E+05
0000010   7.9734E+05 -3.1080E+04 -4.9131E+05
0000011   5.4622E+05 -1.2133E+05 -7.0500E+04
0000012   4.6453E+05  1.8079E+04  8.1369E+04
0000013   5.4446E+05 -1.9781E+05 -1.0957E+04
0000014   5.7153E+05  1.1841E+05 -4.2183E+04
0000015   6.6983E+05  2.8399E+05  9.5950E+04
0000016   8.6000E+05 -1.8012E+05  1.6478E+05
0000017   4.5395E+05 -8.0159E+04  2.1068E+05
0000018   8.9126E+05 -3.9109E+05  1.7780E+05
0000019   6.7811E+05 -1.2362E+05  9.1018E+04
0000020   4.9519E+05  1.1781E+05  2.7369E+05
0000021   5.4666E+05  2.9591E+04 -2.0214E+05
0000022   6.3836E+05 -2.2020E+05 -1.2033E+05
0000023   4.2138E+05  3.0653E+05  5.5440E+04
0000024   8.9088E+05  3.0052E+05  8.8725E+02
0000025   6.7211E+05  2.2839E+05  3.4162E+05
0000026   5.5727E+05  1.4662E+05 -1.4532E+04
0000027   4.2482E+05 -2.2560E+05 -1.1958E+05
0000028   4.8102E+05  1.8887E+05 -2.0666E+05
0000029   1.0368E+06  4.1423E+05  2.9174E+05
0000030   5.1869E+05 -7.3068E+04 -2.8517E+03
0000031   2.6195E+05 -2.7279E+05  1.4099E+05
0000032   7.9461E+05 -6.5276E+04 -1.1895E+05
0000033   2.1973E+05  1.0737E+05  8.3546E+04
0000034   3.9760E+05  3.0500E+05 -7.8110E+04
0000035   3.8972E+05 -4.0816E+03  6.5497E+04
0000036   4.7930E+05  2.1199E+05  4.2023E+04
0000037   5.8991E+05 -1.5543E+05 -2.9573E+05
0000038   3.1970E+05 -1.1986E+05  7.6011E+04
0000039   4.2822E+05 -1.5569E+05 -2.9800E+04
0000040   7.9270E+05  3.0411E+05  6.4371E+05
0000041   3.0309E+05 -2.5198E+05 -4.8063E+05
0000042   9.5002E+05 -1.1551E+05  1.6525E+05
0000043   7.5894E+05 -1.6442E+05 -3.9953E+05
0000044   4.7122E+05 -9.5587E+04 -2.4426E+05
0000045   6.2363E+05 -4.8113E+05 -9.6529E+03
0000046   8.7172E+05 -1.2560E+05 -7.2659E+04
0000047   7.1976E+05  1.8434E+05 -1.0877E+05
0000048   7.6497E+05  6.5936E+05 -4.2111E+05
0000049   1.1415E+06  3.7596E+05  2.1068E+05
0000050   2.8512E+05 -1.7753E+04  2.9951E+04
0000051   4.6624E+05 -6.2892E+04  2.5427E+05
0000052   8.5996E+04 -1.0815E+05 -2.7520E+05
0000053   5.0440E+05  1.2318E+05  1.3514E+05
0000054   1.0111E+05 -7.6275E+03 -1.2922E+04
0000055   1.0100E+06 -8.3137E+04  6.4622E+04
0000056   7.9729E+04  5.1216E+05 -2.1471E+05
0000057   7.6431E+05  1.5978E+05  1.9098E+04
0000058   8.6611E+05  4.9878E+04  5.0370E+05
0000059   6.0262E+05 -3.6869E+05  3.7685E+04
0000060   1.7916E+05  1.5952E+05 -2.4585E+04
0000061   6.6910E+05 -3.3796E+05 -2.7747E+05
0000062   6.3918E+05 -6.5782E+04  1.0725E+05
0000063   6.9045E+05  3.6060E+05  1.3922E+05
0000064   5.0203E+05  2.2349E+05 -2.0321E+05
0000065   3.6184E+05 -2.4101E+04 -3.4841E+04
0000066   6.1551E+05 -1.5712E+05 -4.0296E+03
0000067   1.3389E+05 -2.0794E+05  5.4823E+05
0000068   3.6368E+05 -2.8996E+05  1.0508E+05
0000069   2.5694E+05 -1.5497E+04 -1.3320E+05
0000070   7.2148E+05  1.7866E+05  4.4031E+05
0000071   3.1427E+05  4.3561E+04 -1.4987E+05
0000072   1.1506E+06  3.9830E+05 -1.8652E+05
0000073   3.4818E+05  4.9584E+05 -4.0454E+04
0000074   5.3815E+05  3.1210E+05  4.9957E+04
0000075   4.7997E+05  9.9764E+03  4.7061E+05
0000076   8.2055E+05 -2.9534E+05  9.4126E+04
0000077   4.3740E+05 -6.9778E+04  3.2194E+05
0000078   4.6986E+05  2.9465E+05 -1.5899E+05
0000079   3.5692E+05  4.1820E+05 -4.3703E+05
0000080   6.8542E+05  3.2544E+05 -4.8421E+04
0000081   3.8352E+05 -2.2405E+04  3.3665E+05
0000082   3.4974E+05 -2.4363E+05 -1.1695E+05
0000083   1.0974E+06 -4.3045E+05  3.0005E+05
0000084   2.0705E+05 -3.8312E+04  7.4522E+03
0000085   1.1439E+06  2.1195E+05  3.3177E+05
0000086   3.5371E+05 -2.7783E+05  2.3815E+05
0000087   4.6690E+05 -1.9361E+05 -2.7332E+05
0000088   3.8076E+05  1.7583E+05  1.1001E+04
0000089   4.2317E+05 -6.6795E+04  3.7764E+03
0000090   3.7954E+05  1.4694E+05 -5.6938E+04
0000091   2.7403E+05 -5.9500E+04  1.2034E+05
0000092   2.9090E+05  3.1420E+05 -3.7728E+04
0000093   6.9150E+05 -8.6078E+04 -5.2627E+04
0000094   1.9666E+05  3.3676E+04 -6.1793E+04
0000095   1.3240E+06 -1.7687E+05 -2.3510E+05
0000096   3.3173E+05 -8.0276E+04  4.4602E+05
0000097   5.0640E+05 -2.8871E+05 -1.6759E+05
0000098   6.2759E+05  3.3512E+04  2.2708E+05
0000099   9.3419E+05  3.7738E+04 -1.6456E+05
0000100   5.9322E+05  6.2967E+04  1.3937E+05
0000101   6.1542E+05 -1.4292E+05  8.1180E+04
0000102   4.2995E+05  3.1614E+05  5.2588E+04
0000103   7.2667E+05 -5.2360E+05  2.6533E+05
0000104   4.4620E+05 -3.1035E+05 -2.6048E+05
0000105   4.8795E+05  9.2881E+04 -1.9099E+05
0000106   8.0588E+05  1.9054E+05 -2.0767E+05
