============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 2120951.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.6868E+05 -5.8683E+05 -3.5962E+04
0000002   5.4944E+05 -1.2849E+05  2.2508E+05
0000003   6.8379E+05  2.1207E+04 -3.6776E+05
0000004   3.8962E+05  1.6838E+05 -2.0577E+05
0000005   1.1853E+05  6.5382E+03  1.2314E+05
0000006   2.6939E+05 -2.7483E+04 -1.4519E+05
0000007   6.1768E+05 -1.7885E+05 -1.1647E+05
0000008   3.9454E+05 -1.1185E+04  4.3699E+04
0000009   2.9468E+05 -9.5720E+03 -9.3163E+03
0000010   5.6118E+05  1.5320E+05  1.4211E+05
0000011   4.8308E+05 -2.7165E+05 -2.1574E+05
0000012   4.8021E+05  3.0213E+05  6.9487E+03
0000013   6.8630E+05 -2.5475E+05  5.0770E+03
0000014   6.4671E+05  1.1267E+05 -1.3616E+05
0000015   5.6329E+05  6.2431E+04 -2.0261E+05
0000016   3.0528E+05 -1.3062E+05 -1.2145E+05
0000017   4.0343E+05  6.6785E+03 -3.9949E+04
0000018   1.5127E+05 -1.3240E+05  1.4005E+05
0000019   4.3943E+05 -1.2003E+05 -1.6293E+05
0000020   5.3609E+05  2.6340E+05 -3.4823E+04
0000021   3.8077E+05  2.8881E+05 -9.8001E+04
0000022   3.9215E+05  3.5263E+04  1.2066E+05
0000023   4.5192E+05 -1.4607E+05  3.7657E+05
0000024   5.4164E+05  7.7486E+04 -2.5198E+05
0000025   4.0191E+05  7.5164E+04  2.6588E+05
0000026   2.1544E+05  2.6706E+05 -1.5115E+03
0000027   9.4506E+05  9.5397E+04  2.2494E+05
0000028   6.5458E+05 -1.1186E+05 -6.0890E+04
0000029   8.4586E+05  3.0321E+05 -1.7210E+05
0000030   4.4241E+05  9.4842E+04 -2.0347E+05
0000031   2.9472E+05  1.6696E+05 -2.5604E+05
0000032   5.8059E+05 -1.9093E+05 -1.2237E+05
0000033   5.2229E+04  8.9332E+03 -1.1913E+05
0000034   5.1411E+05  1.4058E+04  3.7667E+05
0000035   1.0011E+06 -3.9649E+05  1.8870E+05
0000036   7.7262E+05  4.6596E+04  5.7773E+04
0000037   1.2292E+05  1.1064E+05 -2.4339E+05
0000038   9.6195E+04  7.3469E+03 -1.5456E+05
0000039   6.2471E+05  4.5547E+04 -3.8869E+04
0000040   2.5164E+05  6.3943E+04 -1.9285E+05
0000041   7.6288E+05  2.5453E+05 -4.2294E+04
0000042   4.1397E+05  7.1107E+04 -1.8788E+05
0000043   4.4334E+05  2.0028E+05 -8.7457E+04
0000044   6.9152E+05 -4.2026E+05  3.2264E+05
0000045   3.1363E+05 -3.3661E+05 -4.8235E+04
0000046   4.0242E+05  4.0110E+05 -2.4003E+05
0000047   1.0238E+06  6.6245E+03  4.0958E+05
0000048   1.4530E+05 -5.6627E+05 -2.3877E+05
0000049   1.0684E+04  8.6720E+04 -1.1898E+05
0000050   2.3929E+05  1.1459E+03 -5.2500E+04
0000051   8.5824E+05 -1.1699E+05 -2.3168E+05
0000052   8.2869E+05 -3.7164E+05  1.6458E+05
0000053   4.8589E+05 -4.1646E+04 -3.6059E+04
0000054   4.4283E+05 -7.9093E+04 -8.7684E+04
0000055   6.5360E+05 -2.4533E+05  2.7423E+04
0000056   6.7765E+05 -5.0256E+04  8.1774E+03
0000057   6.4759E+05  4.3615E+05  4.1423E+05
0000058   5.2229E+05 -1.6074E+04  9.8419E+02
0000059   3.3839E+05 -1.4916E+05  1.8132E+05
0000060   1.4931E+05  1.8138E+05 -4.8533E+04
0000061   1.0820E+05  1.2036E+04 -2.8551E+05
0000062   9.3000E+04 -1.0335E+05 -3.3145E+05
0000063   7.2513E+05 -5.3551E+04  2.7675E+05
0000064   1.0466E+05  2.2456E+05 -1.9809E+04
0000065   7.0604E+05  4.3138E+05 -1.8593E+04
0000066   4.8921E+05 -1.9583E+05 -4.5766E+04
0000067   5.9219E+05 -2.3921E+05  4.3971E+05
0000068   3.5960E+05 -2.1304E+05  1.5178E+05
0000069   1.9813E+05 -5.5555E+05 -4.1923E+05
0000070   5.8223E+05 -2.7593E+05  3.8782E+05
0000071   4.8126E+05  3.6877E+04  2.4270E+04
0000072   2.8264E+05  6.6592E+04  2.9358E+05
0000073   2.9833E+05 -1.9908E+04 -2.2602E+05
0000074   2.5373E+05  2.9318E+04  1.9093E+05
0000075   3.2804E+05  9.9336E+04  1.8126E+05
0000076   1.9566E+05  9.3505E+04 -6.3139E+04
0000077   3.0946E+05 -3.6864E+05  4.4868E+04
0000078   2.6159E+05  2.8600E+05  5.5154E+04
0000079   3.7354E+05  4.8997E+03 -1.9946E+04
0000080   7.2902E+05 -1.6442E+05  2.5722E+05
0000081   6.5907E+05 -2.6456E+05  1.9583E+05
0000082   1.0349E+06 -2.2816E+05 -3.4194E+05
0000083   5.9427E+05  3.4810E+05 -4.6370E+04
0000084   3.2848E+05  5.3472E+04  1.5719E+05
0000085   2.1716E+05  2.6324E+04 -4.2356E+05
0000086   5.4226E+05  1.5509E+05 -8.5813E+04
0000087   6.6075E+05 -5.8812E+04 -1.0395E+05
0000088   4.0410E+05  5.2735E+04 -2.1151E+05
0000089   7.4088E+05  1.0308E+05 -3.8715E+05
0000090   4.4859E+05 -1.0728E+05  5.1905E+04
0000091   4.6790E+05  3.3066E+05 -1.6679E+05
0000092   9.3707E+05 -2.2542E+04 -2.9511E+05
0000093   1.1173E+06  1.1590E+05 -2.7144E+05
0000094   3.7578E+05  1.0294E+05  1.5816E+05
0000095   2.0349E+05 -5.5501E+04  1.3213E+04
0000096   3.8245E+05 -6.6100E+03 -2.9906E+05
0000097   7.7985E+05  3.7810E+05  1.8115E+05
0000098   4.4424E+05  6.2251E+05  1.8108E+04
0000099   3.9345E+05 -1.7289E+05  3.7141E+05
0000100   3.1797E+05 -7.7117E+04  1.0762E+05
0000101   5.6531E+05 -3.5105E+04  2.0153E+04
0000102   1.1829E+05  2.0920E+04  3.7468E+04
0000103   3.9817E+05 -8.4545E+04  5.4041E+04
0000104   8.4953E+05  2.3882E+05 -7.9462E+04
0000105   4.8813E+05 -1.9046E+04  1.8295E+05
0000106   1.3481E+05 -9.9851E+04  2.0971E+05
