============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 5689866.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=500000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   6.5487E+06  3.4168E+06  2.6513E+06
0000002   1.5167E+07 -4.3780E+06 -1.1531E+06
0000003   1.3256E+07 -1.7538E+06 -6.1767E+06
0000004   9.2749E+06  6.2079E+05  9.6888E+05
0000005   1.4539E+07 -4.3489E+06 -7.4530E+05
0000006   1.1278E+07  3.0749E+06  1.7649E+06
0000007   1.2605E+07  1.0510E+05  1.5680E+06
0000008   7.8127E+06 -2.7090E+06  3.7702E+06
0000009   1.4176E+07  1.5984E+06 -6.3260E+06
0000010   1.1352E+07  2.8096E+06  4.7648E+06
0000011   1.1779E+07  6.8839E+04 -1.5055E+06
0000012   1.3326E+07 -3.1683E+06 -3.8378E+06
0000013   1.4027E+07  4.5137E+06  2.6122E+06
0000014   1.3796E+07 -1.3192E+06 -5.6523E+06
0000015   6.6127E+06 -1.9155E+06  4.1307E+06
0000016   9.4976E+06  1.5480E+06  7.5116E+05
0000017   1.1146E+07 -3.8823E+06  9.8697E+05
0000018   9.1408E+06  1.8913E+06 -3.2277E+06
0000019   8.3676E+06 -3.8847E+06  4.1822E+06
0000020   9.5370E+06 -3.3961E+06 -4.2946E+06
0000021   1.5312E+07  3.2371E+06 -4.9665E+06
0000022   1.2526E+07 -3.2137E+06  1.6908E+06
0000023   1.0719E+07 -4.3981E+05  4.1961E+06
0000024   1.5617E+07 -3.1900E+06  1.6817E+06
0000025   1.4502E+07  7.4183E+06 -1.1746E+06
0000026   1.0800E+07  1.9129E+06 -3.9070E+06
0000027   1.4825E+07 -1.3269E+06 -2.2268E+06
0000028   9.2810E+06  8.8212E+05  3.1999E+06
0000029   1.0042E+07 -6.1530E+06  3.5580E+06
0000030   7.0487E+06  2.2585E+05 -1.7663E+06
0000031   5.5390E+06  1.4839E+06 -2.8662E+06
0000032   1.2397E+07  8.8885E+06 -4.5341E+05
0000033   1.0636E+07 -3.4035E+06  8.2503E+05
0000034   9.2415E+06 -2.7228E+06 -7.2314E+05
0000035   1.3607E+07 -2.2184E+06 -3.7929E+05
0000036   1.1185E+07 -2.4638E+06  2.3399E+06
0000037   1.1308E+07  3.8922E+06  6.9433E+06
0000038   1.0916E+07  4.5221E+05 -5.2794E+05
0000039   8.3411E+06 -1.4357E+06 -4.4129E+06
0000040   1.3137E+07 -3.1213E+06  5.4521E+06
0000041   1.3819E+07  5.4804E+05  4.5769E+06
0000042   1.4316E+07 -6.0067E+05 -3.2917E+06
0000043   1.1868E+07 -7.1594E+05  3.5761E+06
0000044   1.6748E+07 -1.0371E+06  1.9092E+06
0000045   1.3224E+07  8.7544E+05 -3.6581E+06
0000046   1.1747E+07 -8.5746E+05 -7.4298E+06
0000047   1.5286E+07 -2.0024E+06 -9.7799E+05
0000048   8.6253E+06  1.2101E+06  2.4515E+06
0000049   1.2273E+07 -7.0460E+05  1.1349E+06
0000050   1.3064E+07  4.6408E+06 -4.3300E+06
0000051   1.3847E+07 -2.4075E+06 -1.4913E+05
0000052   1.0997E+07  9.8507E+05 -1.0584E+06
0000053   9.6632E+06 -1.1126E+06 -4.3428E+05
0000054   1.0240E+07 -2.2121E+06  8.6725E+05
0000055   8.1942E+06  3.3425E+06  2.4239E+06
0000056   8.2954E+06  1.0995E+06  2.5557E+06
0000057   5.6596E+06  1.0564E+07  3.5656E+04
0000058   1.1277E+07  9.6452E+05 -9.7979E+05
0000059   1.0655E+07  1.6190E+05  3.3265E+06
0000060   1.1989E+07 -3.2188E+06  1.6322E+05
0000061   1.5777E+07 -1.6214E+06  6.7890E+05
0000062   9.0265E+06  2.3643E+06  1.6121E+06
0000063   1.2777E+07 -5.5460E+06 -1.1206E+06
0000064   1.4509E+07  1.2110E+06 -1.8835E+05
0000065   1.0998E+07  3.8020E+06  1.1428E+06
0000066   7.4198E+06 -1.1307E+05 -1.1366E+06
0000067   1.4825E+07 -9.6965E+05 -1.4870E+06
0000068   1.1540E+07 -2.2590E+06  3.5250E+06
0000069   1.0621E+07  4.0563E+06  1.2414E+06
0000070   9.2947E+06  3.5272E+05  7.3339E+06
0000071   4.1931E+06  1.3252E+06  3.0172E+06
0000072   1.4069E+07 -4.0913E+05 -7.4136E+06
0000073   7.9546E+06 -1.2586E+06 -1.4366E+06
0000074   1.3780E+07  4.6682E+06  4.1518E+05
0000075   1.0024E+07  2.4498E+06 -2.1216E+06
0000076   8.0683E+06  4.1654E+06 -5.9376E+06
0000077   1.4029E+07  1.3430E+06  2.5421E+06
0000078   1.0300E+07  2.7152E+06  1.5051E+06
0000079   1.0372E+07  4.3089E+06 -2.3795E+06
0000080   1.3099E+07  1.9834E+06  3.3365E+06
0000081   1.6422E+07  1.2763E+06  1.9773E+06
0000082   1.1085E+07  6.8531E+05 -3.2763E+06
0000083   1.6848E+07 -5.6734E+05  8.6230E+04
0000084   1.1992E+07 -1.4217E+06 -4.4275E+06
0000085   9.5338E+06  3.3459E+05 -8.2292E+05
0000086   1.2936E+07  1.9616E+05  5.0953E+06
0000087   1.2290E+07  3.1495E+06  2.5602E+06
0000088   1.2027E+07  2.0502E+06 -3.8541E+06
0000089   1.4089E+07  1.0608E+06 -8.1172E+05
0000090   8.4806E+06  2.8106E+06 -2.7783E+05
0000091   6.9094E+06 -2.8599E+05 -3.8432E+06
0000092   1.5846E+07  2.8150E+06  9.5149E+05
0000093   1.2217E+07  1.4406E+06 -7.3921E+04
0000094   1.0499E+07 -2.1646E+06  4.4990E+06
0000095   1.5075E+07  4.9034E+06 -4.1846E+06
0000096   1.2596E+07  4.5087E+06  3.7962E+06
0000097   9.6418E+06 -1.6603E+05 -2.3206E+06
0000098   1.0311E+07 -3.3543E+06  1.2694E+06
0000099   1.2590E+07 -1.5704E+06 -2.6153E+06
0000100   1.5074E+07  2.8889E+06  7.3725E+04
0000101   1.4627E+07  2.3732E+06  2.5751E+06
0000102   8.5202E+06 -4.4970E+06 -8.7620E+06
0000103   1.3867E+07  7.3247E+06  5.7980E+06
0000104   1.7144E+07 -7.1147E+04  3.2561E+05
0000105   1.2932E+07  1.4044E+06 -3.3187E+06
0000106   1.0410E+07 -9.8653E+05 -5.7728E+06
