============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 7196857.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=100000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.5406E+06 -7.0751E+05  1.3166E+05
0000002   1.7843E+06  2.0905E+05  2.7101E+05
0000003   1.4411E+06 -2.4806E+05  3.9124E+05
0000004   2.5654E+06 -7.2124E+05  3.8166E+05
0000005   2.0393E+06  8.8912E+04 -1.5400E+06
0000006   1.7723E+06  4.2847E+05  4.0871E+05
0000007   1.3173E+06 -7.5641E+04  8.3651E+05
0000008   1.5973E+06 -3.2546E+05  2.9918E+05
0000009   1.8279E+05 -4.3672E+05 -2.5213E+05
0000010   3.0678E+06  6.7164E+05 -4.8639E+05
0000011   1.7990E+06 -3.8577E+05  5.0892E+05
0000012   1.9912E+06 -5.4368E+05  3.0340E+05
0000013   1.1830E+06  7.9350E+05 -7.1873E+05
0000014   6.0617E+05  1.9581E+05 -2.9087E+05
0000015   1.4698E+06 -1.0754E+05  6.9457E+05
0000016   1.2766E+05  4.0677E+05  1.8007E+05
0000017   2.4198E+06  2.7324E+05 -3.5095E+05
0000018   7.4161E+05  1.3624E+05  6.7709E+05
0000019   2.1059E+06  5.2343E+05  6.1366E+05
0000020   1.5814E+06 -6.4332E+05 -5.9220E+05
0000021   6.7786E+05 -3.0184E+05 -3.6997E+05
0000022   1.1322E+06 -3.9248E+05  1.5109E+05
0000023   2.3621E+06  3.2423E+05 -6.1926E+05
0000024   1.3786E+06  5.3151E+05  1.3405E+06
0000025   1.6294E+06  7.9239E+05  1.6011E+06
0000026   1.8208E+06  4.8430E+05  7.8765E+05
0000027   1.2705E+06 -3.1338E+05  3.6240E+05
0000028   1.3363E+06  3.0362E+05 -1.8580E+05
0000029   7.9785E+05 -2.5910E+05  1.8142E+05
0000030   2.4390E+05 -2.5650E+05 -3.6766E+05
0000031   1.4742E+06  1.3329E+06  9.4060E+04
0000032   1.9443E+06 -9.7603E+05  2.3120E+05
0000033   1.5987E+06  3.9571E+05 -7.3788E+05
0000034   1.1574E+06  5.2996E+05  2.6110E+05
0000035   2.7342E+06 -2.5115E+05 -1.6956E+05
0000036   1.4286E+06  1.1395E+06  3.0863E+04
0000037   7.7904E+05 -4.1971E+04 -1.4512E+05
0000038   8.6607E+05  2.5071E+05  6.4101E+05
0000039   7.6246E+05 -8.6741E+04 -8.3052E+05
0000040   1.3148E+06  9.4865E+05 -5.2828E+05
0000041   8.9629E+05 -1.2544E+05 -7.4467E+05
0000042   1.0287E+06  6.7437E+05  3.3053E+05
0000043   8.0606E+05 -3.5143E+05 -9.1431E+05
0000044   2.4653E+06 -9.9460E+05  6.9720E+05
0000045   7.4026E+05 -4.4018E+04  2.7522E+05
0000046   1.4152E+06 -1.0138E+06  6.4089E+05
0000047   1.7819E+06 -1.3384E+06 -1.1110E+06
0000048   1.6574E+06  8.2198E+05 -1.1115E+06
0000049   2.1838E+06 -9.2420E+05  9.8522E+05
0000050   1.6046E+06  4.7481E+05  5.8349E+05
0000051   7.9409E+05  6.3021E+05  3.7096E+05
0000052   1.9993E+06  1.4741E+06  6.8841E+05
0000053   1.6720E+06 -1.9457E+05 -6.0742E+05
0000054   1.3958E+06  3.1821E+04 -1.9143E+05
0000055   1.8304E+06 -2.3050E+05  1.0972E+06
0000056   4.3307E+05  5.3008E+04 -9.1359E+04
0000057   1.7458E+06 -2.8004E+05  2.9707E+05
0000058   1.1793E+06  4.5972E+05 -1.5344E+05
0000059   1.4981E+06  1.1715E+06  3.1159E+05
0000060   8.7257E+05  5.0660E+05  5.9384E+04
0000061   1.2756E+06  1.9971E+05  4.6022E+05
0000062   1.2163E+06 -2.7681E+05  6.0703E+04
0000063   1.8675E+06  3.6648E+05  8.1348E+05
0000064   1.0173E+06  1.2199E+06  4.1384E+05
0000065   2.0294E+06  2.1828E+05  4.7070E+05
0000066   2.4332E+06  7.0379E+05  9.1096E+05
0000067   1.4390E+06  8.2117E+05  1.2876E+05
0000068   1.2936E+06 -2.6010E+05 -2.5943E+05
0000069   1.8896E+06  6.7243E+03  1.0425E+06
0000070   2.1908E+06  2.7921E+05 -1.5319E+05
0000071   1.1933E+06 -4.5837E+05  7.0267E+05
0000072   8.6098E+05  8.2861E+05 -2.1196E+05
0000073   1.5897E+06  1.2568E+06 -6.3527E+05
0000074   2.1529E+06 -1.0699E+06  1.1283E+06
0000075   9.8405E+05  5.8925E+05  4.8025E+04
0000076   1.1963E+06 -6.7327E+04  5.5199E+05
0000077   2.2489E+06 -6.6209E+05  2.7667E+05
0000078   1.0707E+06 -2.6263E+05  2.8515E+05
0000079   1.5158E+06 -4.9253E+05 -8.6248E+05
0000080   1.8120E+06  7.1127E+05 -4.7939E+05
0000081   5.0563E+05  2.0179E+05 -9.8459E+05
0000082   6.6217E+05 -1.9423E+05 -1.7290E+05
0000083   1.2907E+06  3.4574E+05 -2.7575E+05
0000084   1.2477E+06  4.8085E+05  3.8669E+05
0000085   1.0104E+06  1.1161E+05 -5.2879E+05
0000086   1.4856E+06 -9.9751E+05  5.8372E+04
0000087   1.9899E+06 -4.2787E+04 -5.8167E+05
0000088   2.4790E+06  3.2890E+05 -1.1169E+05
0000089   1.2404E+06  3.9944E+05 -1.6499E+05
0000090   8.1395E+05  3.4674E+04 -1.1992E+05
0000091   2.0692E+06  9.6821E+05 -5.2963E+05
0000092   2.1625E+06  3.3621E+04 -3.4280E+04
0000093   1.3696E+06 -8.0957E+04 -4.6629E+05
0000094   1.7184E+06  8.2255E+05  5.9466E+04
0000095   5.3773E+05 -2.7643E+05 -1.2766E+05
0000096   2.5360E+06 -5.8251E+05 -8.6408E+05
0000097   8.7324E+05  2.2401E+05 -2.3081E+05
0000098   1.9333E+06  7.9186E+05 -5.5770E+05
0000099   2.1374E+06 -1.4272E+05 -6.0868E+05
0000100   5.0553E+05 -4.6689E+05  2.4665E+05
0000101   5.4155E+05  5.0694E+05 -3.5183E+05
0000102   1.0566E+06 -1.1719E+06  4.7681E+05
0000103   1.5937E+06  6.3648E+05  6.3252E+05
0000104   4.0098E+05  6.5649E+05 -2.0203E+05
0000105   1.1583E+06 -2.0746E+05  1.0141E+06
0000106   1.6745E+06 -1.2452E+04  5.1169E+05
0000107   1.5853E+06 -7.7099E+05 -6.1946E+04
