============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 4941713.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=500000.E+02 A
  Layer # 1 - Density =0000.0071 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.5951E+05 -2.4478E+05  1.4778E+03
0000002   2.3167E+05  2.5494E+05 -6.1771E+04
0000003   2.3814E+05  8.1793E+01 -9.8417E+04
0000004   8.5434E+04  8.3985E+04  3.2536E+04
0000005   3.2305E+05 -1.0091E+05  2.5060E+04
0000006   1.9878E+05 -2.2766E+05 -3.1485E+04
0000007   3.5334E+05 -8.1203E+04 -6.6627E+03
0000008   2.9818E+05 -3.6041E+04 -5.8631E+04
0000009   2.6329E+05  1.6784E+04  2.0538E+05
0000010   3.7591E+05 -1.0751E+05 -5.7663E+04
0000011   4.1273E+05 -1.3204E+05 -5.8975E+04
0000012   2.4562E+05 -1.1749E+04  3.2406E+04
0000013   2.8324E+05 -3.7484E+04 -9.7453E+04
0000014   1.9173E+05  3.9841E+04 -2.0081E+04
0000015   1.0196E+05  8.6787E+04 -7.4383E+04
0000016   1.3308E+05  1.0796E+04  1.5201E+05
0000017   1.9675E+05  1.7001E+04  1.4273E+05
0000018   4.6486E+04 -1.4198E+04  1.7436E+05
0000019   4.8140E+05 -1.5325E+05 -2.0041E+04
0000020   2.3311E+05 -1.0003E+05 -8.1784E+03
0000021   6.8502E+04 -3.0830E+03 -5.9733E+04
0000022   6.5499E+04  6.3915E+04 -1.7266E+04
0000023   1.4932E+05 -9.8167E+03 -6.1561E+04
0000024   2.8730E+04  6.5695E+04 -7.8492E+03
0000025   1.6838E+05  1.0635E+05  1.2293E+05
0000026   2.1194E+05 -7.0096E+04 -7.9453E+03
0000027   1.6907E+05 -2.1254E+04  6.4575E+04
0000028   1.3374E+05  8.0165E+03  1.7832E+05
0000029   1.9139E+05 -1.7668E+05 -1.7077E+05
0000030   3.0922E+05  7.6488E+04  3.5472E+04
0000031   1.9587E+05 -2.4229E+05  3.4136E+03
0000032   2.3287E+05 -1.0666E+05 -4.8587E+04
0000033   2.6700E+05  1.7833E+05  1.3414E+05
0000034   1.9124E+05 -4.4086E+04  3.7082E+04
0000035   2.9905E+05  6.5388E+04  4.6785E+04
0000036   3.3648E+05 -5.4777E+04 -1.2542E+05
0000037   2.8102E+05 -7.4038E+04  6.3600E+04
0000038   1.0325E+05 -3.5568E+04 -5.9526E+04
0000039   2.8444E+05  1.0237E+03 -1.0731E+05
0000040   3.6385E+05 -6.9723E+04 -1.1705E+05
0000041   3.2563E+05 -1.7519E+04 -1.7303E+05
0000042   4.2371E+05 -8.0587E+04 -1.9729E+05
0000043   3.1248E+05  1.4366E+05  1.5699E+04
0000044   2.0132E+05 -2.9696E+05  1.0418E+05
0000045   2.4855E+05 -2.8814E+04  1.6782E+04
0000046   3.0627E+05 -2.2060E+05  1.1411E+05
0000047   2.0642E+05  1.3769E+05  3.3634E+03
0000048   1.3471E+05 -9.2075E+03 -5.9256E+04
0000049   2.9037E+05 -3.5520E+04  1.2194E+05
0000050   1.8463E+05 -1.6697E+04 -2.4075E+04
0000051   4.4310E+05 -5.9201E+04 -5.2494E+04
0000052   3.8433E+05  8.8090E+04 -9.5091E+04
0000053   3.9204E+05 -4.7239E+04 -2.4218E+04
0000054   3.1077E+05 -5.2145E+03 -9.1534E+04
0000055   4.5390E+05  9.8123E+04  4.1257E+04
0000056   1.0785E+05 -1.4673E+05  7.1653E+04
0000057   4.6745E+05  2.2043E+04 -7.6328E+04
0000058   1.9996E+05 -1.6551E+04 -1.0408E+05
0000059   1.1570E+05 -8.4075E+04 -6.3446E+04
0000060   2.8146E+05  1.3866E+05  1.8140E+05
0000061   2.0273E+05 -2.6041E+05  2.8722E+05
0000062   2.9130E+05  3.1775E+05  1.3860E+05
0000063   2.7329E+05 -1.3804E+05  1.3512E+05
0000064   3.0967E+05  5.1764E+04  1.4051E+04
0000065   2.0925E+05 -1.0090E+05 -1.5174E+05
0000066   2.0028E+05  9.2952E+04  4.3222E+04
0000067   3.2920E+05 -4.0888E+04  9.6902E+04
0000068   2.5395E+05 -3.1630E+04  1.6532E+05
0000069   1.8918E+05 -1.2385E+05 -2.4009E+03
0000070   1.3654E+05  1.6701E+05 -5.6751E+04
0000071   1.8011E+05  5.9957E+04 -4.6540E+04
0000072   1.9018E+05 -4.9325E+03  3.5549E+04
0000073   2.1118E+05 -4.8364E+03 -1.1493E+05
0000074   3.6822E+05 -1.6155E+05 -1.2963E+05
0000075   5.2269E+04  7.6369E+04 -4.9268E+04
0000076   3.1641E+05 -1.5026E+05 -3.3887E+04
0000077   2.9942E+05 -3.0650E+04 -1.8410E+04
0000078   3.3936E+05  1.0837E+05  2.7924E+04
0000079   2.6365E+05 -1.6951E+04  3.2284E+04
0000080   1.5767E+05 -4.1924E+04 -4.9354E+04
0000081   2.7784E+05  1.6353E+05 -1.2439E+04
0000082   1.0804E+05 -9.7565E+04  8.0158E+04
0000083   3.2843E+05 -1.3877E+04  1.8836E+05
0000084   3.3047E+05  1.4320E+05 -1.8961E+05
0000085   2.9019E+05  6.2876E+04 -2.7327E+04
0000086   1.2322E+05  1.4391E+05  1.2823E+05
0000087   1.0889E+05  2.1487E+05 -1.0684E+04
0000088   3.4868E+05 -8.0940E+04  1.4714E+05
0000089   1.8974E+05 -1.7170E+04  8.3408E+04
0000090   1.4980E+05 -1.8221E+04 -1.3759E+05
0000091   4.5659E+05  1.7979E+04 -1.7502E+05
0000092   2.2947E+05 -8.8144E+04 -1.2875E+05
0000093   4.4293E+05  1.1047E+05  9.6373E+04
0000094   4.1559E+05  1.7139E+04 -1.1564E+05
0000095   2.9913E+05 -7.2715E+04 -1.3124E+05
0000096   3.6506E+05  1.6054E+04 -1.4842E+05
0000097   2.1563E+05  8.7965E+04 -4.2948E+04
0000098   1.7098E+05 -1.5044E+05  8.5667E+04
0000099   5.9077E+04  1.1813E+04 -1.7373E+03
0000100   3.8337E+05  3.5736E+04  3.6147E+04
0000101   3.5365E+05  4.7122E+04  5.6549E+04
0000102   1.7838E+05  1.4422E+05  2.3249E+04
0000103   2.8240E+05  8.6474E+04  6.1123E+04
0000104   1.3612E+05  7.4294E+04  2.6898E+04
0000105   4.7907E+05 -1.4890E+05  4.7859E+04
0000106   3.8810E+05  1.7983E+04 -3.4602E+04
