============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 1389495.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=500000.E+02 A
  Layer # 1 - Density =0000.0054 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.0746E+06 -3.0654E+05 -4.8997E+03
0000002   8.8547E+05  2.0619E+05  1.9227E+03
0000003   7.3589E+05  8.2032E+05  5.1187E+05
0000004   1.4208E+06 -4.0264E+05  2.7903E+05
0000005   1.1451E+06  5.7697E+05 -5.6957E+05
0000006   1.1546E+06 -9.4172E+04  4.3000E+05
0000007   2.9160E+05  2.7522E+05  1.2746E+05
0000008   4.9424E+05 -3.1829E+05  8.2693E+04
0000009   9.8054E+05 -2.8569E+05 -4.1674E+05
0000010   9.1917E+05 -1.9545E+05 -2.1565E+05
0000011   8.3068E+05 -9.2222E+04  4.4672E+05
0000012   1.0917E+06 -2.0362E+05 -8.0308E+05
0000013   7.3287E+05 -2.4556E+05 -3.2329E+05
0000014   1.0114E+06  2.1652E+04 -1.3279E+05
0000015   9.6371E+05  1.4429E+05 -5.1833E+04
0000016   9.1583E+05 -3.9920E+04  3.7946E+05
0000017   7.4204E+05 -6.6249E+04 -4.5443E+04
0000018   3.7467E+05  3.4231E+04  4.6761E+04
0000019   1.0704E+06 -1.9951E+05 -1.4764E+05
0000020   1.5681E+06  8.1004E+05 -1.6991E+05
0000021   1.6388E+06  4.5397E+05 -1.7491E+05
0000022   1.1709E+06 -3.0881E+05 -8.0698E+05
0000023   1.3673E+06 -1.2931E+05 -2.9541E+05
0000024   1.9012E+05 -1.3730E+05  7.4473E+04
0000025   1.1034E+06  3.6499E+05  1.0165E+05
0000026   4.3675E+05  3.1303E+05  1.6314E+05
0000027   6.0078E+05 -1.2997E+05  5.4961E+04
0000028   9.5974E+05  1.0853E+05  3.5032E+04
0000029   9.0594E+05 -2.3300E+05 -3.2062E+05
0000030   1.5898E+06 -3.7352E+05 -2.1337E+05
0000031   1.9151E+05 -1.7113E+05 -1.7927E+05
0000032   8.5102E+05  3.0604E+05  4.7158E+04
0000033   1.4061E+06  3.6126E+04  3.0207E+05
0000034   6.7318E+05 -7.9225E+05 -4.2347E+05
0000035   1.0234E+06  2.6177E+04 -1.4873E+05
0000036   5.2303E+05  4.9427E+05  3.2893E+05
0000037   8.9137E+05  1.1336E+05 -3.8132E+05
0000038   5.7096E+05 -1.4051E+05 -2.2857E+05
0000039   1.0173E+06 -8.2031E+04 -3.5513E+05
0000040   7.8389E+05  2.2629E+05  8.3473E+04
0000041   1.4881E+06 -3.3311E+05  1.0128E+05
0000042   1.4974E+06  4.2648E+05 -1.2727E+05
0000043   9.3600E+05  7.3329E+04 -3.8862E+05
0000044   1.4143E+06 -9.8689E+05 -1.1731E+05
0000045   1.0943E+06 -3.9077E+05 -2.5191E+05
0000046   1.2094E+06 -6.5543E+05  1.0042E+05
0000047   5.8766E+05  3.9294E+05  2.5171E+05
0000048   1.0469E+06  2.5308E+05 -4.6605E+05
0000049   6.7387E+05 -7.2513E+04  1.7304E+05
0000050   1.3183E+06  2.7340E+05 -6.7786E+05
0000051   1.0492E+06 -1.3729E+05  3.0696E+04
0000052   1.3151E+06 -3.1403E+05  1.3685E+05
0000053   6.3873E+05  6.8373E+05  5.8503E+04
0000054   1.1592E+06  1.6412E+03  2.9994E+05
0000055   9.0499E+05 -4.3184E+05  1.6882E+05
0000056   9.0698E+05 -8.7671E+04  1.2263E+05
0000057   6.7840E+05 -8.7712E+04  3.0737E+05
0000058   8.1792E+05  2.3619E+05 -5.2136E+04
0000059   8.1127E+05  4.7569E+05  3.2060E+05
0000060   1.5867E+06  7.3651E+04  4.6933E+05
0000061   6.1677E+05  4.0211E+04  2.2900E+05
0000062   8.5820E+05  5.4143E+05 -1.4633E+05
0000063   8.7923E+05  2.4560E+04 -2.4460E+05
0000064   1.2264E+06  2.6031E+05  4.9416E+04
0000065   9.0200E+05  1.6451E+05 -9.2374E+04
0000066   8.2844E+05 -1.7033E+05 -2.3016E+05
0000067   3.7644E+05 -2.2447E+05  8.3749E+04
0000068   1.2879E+06 -6.6933E+04  2.4651E+05
0000069   5.7729E+05 -1.5782E+05 -5.4242E+05
0000070   8.0647E+05 -1.7243E+05 -4.0670E+05
0000071   1.5179E+06  1.9990E+05  2.1800E+05
0000072   5.4718E+05  5.1598E+04  6.7152E+05
0000073   6.9099E+05  8.9631E+05  1.5686E+05
0000074   1.4326E+06  3.8351E+05 -4.1203E+05
0000075   1.2786E+06  8.4713E+04 -2.9330E+05
0000076   1.0886E+06 -4.6726E+05  3.8480E+05
0000077   2.8423E+05  2.8473E+04  9.4669E+02
0000078   1.0014E+06  3.9381E+05  3.5756E+05
0000079   7.2294E+05  7.8500E+04 -2.3735E+05
0000080   8.2137E+05 -1.8651E+05  2.4626E+05
0000081   1.3529E+06  5.2906E+05 -3.0204E+01
0000082   1.4571E+06 -2.6825E+05  4.1483E+05
0000083   1.1721E+06 -5.0987E+05 -2.0047E+05
0000084   6.4225E+05  1.2121E+05 -2.9188E+04
0000085   1.4237E+06 -5.6296E+04  3.1391E+05
0000086   5.9718E+05  3.3228E+05 -2.2860E+05
0000087   8.2613E+05 -3.5082E+05 -1.5459E+05
0000088   9.5982E+05 -3.1521E+05  6.1810E+03
0000089   3.1162E+05  8.5966E+04  3.0484E+05
0000090   8.6440E+05  5.8000E+05 -4.1210E+05
0000091   5.3174E+05  5.5343E+05  2.9762E+05
0000092   3.6898E+05  2.2914E+05  6.0938E+04
0000093   3.7911E+05 -4.1259E+04 -1.2322E+05
0000094   1.0446E+06  3.1927E+05 -5.6968E+04
0000095   2.7909E+05 -2.3406E+05  2.9277E+05
0000096   6.0566E+05 -7.7021E+04 -2.1150E+05
0000097   1.2527E+06 -1.6895E+04 -2.8634E+05
0000098   7.3390E+05 -8.6072E+04  2.5360E+05
0000099   3.7330E+05 -1.6430E+05 -8.5527E+04
0000100   1.3092E+06  3.0493E+05 -5.0872E+05
0000101   1.3560E+06 -2.6991E+05 -1.5287E+05
0000102   6.3074E+05  7.3261E+05  2.4437E+05
0000103   3.1296E+05 -6.0260E+05  3.5165E+05
0000104   9.8085E+05 -6.5388E+04  3.6861E+04
0000105   1.0176E+06  3.3714E+05  1.4601E+05
0000106   1.1352E+06 -2.6186E+05  1.1204E+05
