Calc. Date= 08-18-2021, Time= 15:53:59
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth, Y,Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle, this tilt is in Y direction)=
 =   Shown are: Ion Number, Energy (keV), X, Y, Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name, Mass,   Energy , Energy Interval
           Ar     039.96  13keV    1000eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 1.3257E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.2159E-02  0.0000E+00
0000001 9.1118E+00  5.7387E+03  3.5354E+01  1.5321E+02  3.4952E-02  3.7986E+03
0000001 8.9379E+00  6.8149E+03 -6.1620E+02  2.8796E+02  3.4616E-02  8.5491E+01
0000001 7.9343E+00  1.1998E+04 -5.8590E+03  3.5375E+02  3.2615E-02  2.5386E+01
0000001 6.7208E+00  1.5573E+04 -1.0727E+04  9.3175E+02  3.0018E-02  1.0128E+03
0000001 5.6153E+00  1.6251E+04 -1.4102E+04  7.8723E+02  2.7438E-02  7.4756E+02
0000001 4.9756E+00  1.6403E+04 -2.0404E+04 -6.2562E+02  2.5828E-02  3.3979E+01
0000001 3.8211E+00  1.6628E+04 -2.4579E+04 -1.3429E+03  2.2634E-02  9.5127E+02
0000001 2.8258E+00  1.6320E+04 -2.9031E+04 -4.9242E+03  1.9464E-02  2.1274E+02
0000001 1.8675E+00  1.7551E+04 -3.1052E+04 -6.0352E+03  1.5823E-02  1.5797E+02
0000001 6.9235E-01  2.0930E+04 -3.7544E+04 -1.1588E+04  9.6344E-03  3.6966E+02
0000001 0.0000E+00  2.1504E+04 -3.9518E+04 -1.4276E+04  0.0000E+00  5.4264E-01
0000002 1.3257E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.2159E-02  0.0000E+00
